job_name_jobs_list,company_name,job_page_link,jobs_country_jobs_list,posted_date,deadline,job_salary_jobs_list,job_page_full_url,job_name_job_page,company_name_job_page,job_country_job_page,job_time_job_page,job_salary_job_page,job_category,job_overview,job_description_details,company_reg_date,company_phone,active_job
HOUSEMAIDS,PEAK LABOUR GIANTS LIMITED,./jobs?id=6636,Saudi Arabia,"20 Jan, 2025 - 20 Jan, 2027","Deadline : 14 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6636,HOUSEMAIDS,Peak Labour Giants Limited,Saudi Arabia,"Jan 20, 2025 - Jan 20, 2027 ",SAR 900,Domestic Worker,House maids needed in Saudi Arabia to work for a contract period of 2 years.,House maids needed in Saudi Arabia to work for a contract period of 2 years.						,"17 May, 2024",+256-701-588214,False
HOUSEMAIDS,PEAK LABOUR GIANTS LIMITED,./jobs?id=6636,Uganda,"Posted : 20 Jan, 2025","Deadline : 14 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6636,HOUSEMAIDS,Peak Labour Giants Limited,Saudi Arabia,"Jan 20, 2025 - Jan 20, 2027 ",SAR 900,Domestic Worker,House maids needed in Saudi Arabia to work for a contract period of 2 years.,House maids needed in Saudi Arabia to work for a contract period of 2 years.						,"17 May, 2024",+256-701-588214,False
HOUSEMAIDS,POTENTIAL RECRUITMENT LTD,./jobs?id=6725,Saudi Arabia,"10 Feb, 2025 - 10 Feb, 2027","Deadline : 09 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6725,HOUSEMAIDS,POTENTIAL RECRUITMENT LTD,Saudi Arabia,"Feb 10, 2025 - Feb 10, 2027 ",SAR 900,Domestic Worker,House maids needed in Saudi Arabia to work for a contract period of 2 years.,House maids needed in Saudi Arabia to work for a contract period of 2 years.,"19 June, 2024",+256-700-656876,False
HOUSEMAIDS,POTENTIAL RECRUITMENT LTD,./jobs?id=6725,Uganda,"Posted : 10 Feb, 2025","Deadline : 09 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6725,HOUSEMAIDS,POTENTIAL RECRUITMENT LTD,Saudi Arabia,"Feb 10, 2025 - Feb 10, 2027 ",SAR 900,Domestic Worker,House maids needed in Saudi Arabia to work for a contract period of 2 years.,House maids needed in Saudi Arabia to work for a contract period of 2 years.,"19 June, 2024",+256-700-656876,False
HOUSEMAIDS,SERENE RECRUITMENT LTD,./jobs?id=6656,Saudi Arabia,"29 Jan, 2025 - 29 Jan, 2027","Deadline : 22 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6656,HOUSEMAIDS,SERENE RECRUITMENT LTD,Saudi Arabia,"Jan 29, 2025 - Jan 29, 2027 ",SAR 900,Domestic Worker,House maids needed in Saudi Arabia to work for a contract period of 2 years.,House maids needed in Saudi Arabia to work for a contract period of 2 years.						,"26 June, 2024",+256-707-555004,False
HOUSEMAIDS,SERENE RECRUITMENT LTD,./jobs?id=6656,Uganda,"Posted : 29 Jan, 2025","Deadline : 22 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6656,HOUSEMAIDS,SERENE RECRUITMENT LTD,Saudi Arabia,"Jan 29, 2025 - Jan 29, 2027 ",SAR 900,Domestic Worker,House maids needed in Saudi Arabia to work for a contract period of 2 years.,House maids needed in Saudi Arabia to work for a contract period of 2 years.						,"26 June, 2024",+256-707-555004,False
HOUSEMAIDS,SHUKRAN HABIB CONSULTANTS LTD,./jobs?id=5841,Saudi Arabia,"29 Jun, 2023 - 28 Jun, 2025","Deadline : 18 Jun, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=5841,HOUSEMAIDS,SHUKRAN HABIB CONSULTANTS LTD,Saudi Arabia,"Jun 29, 2023 - Jun 28, 2025 ",SAR 900,Domestic Worker,HOUSEMAIDS NEEDED,HOUSEMAIDS NEEDED,"25 November, 2024",+256-702-000206,False
HOUSEMAIDS,TEMPCRO INTERNATIONAL LIMITED,./jobs?id=6792,Saudi Arabia,"11 Mar, 2025 - 11 Mar, 2027","Deadline : 09 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6792,HOUSEMAIDS,TEMPCRO INTERNATIONAL LIMITED,Saudi Arabia,"Mar 11, 2025 - Mar 11, 2027 ",SAR 900,Domestic Worker,HOUSEMIADS ,HOUSEMIADS ,"25 March, 2025",+256-775-911091,True
HOUSEMAIDS,TEMPCRO INTERNATIONAL LIMITED,./jobs?id=6792,Uganda,"Posted : 11 Mar, 2025","Deadline : 09 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6792,HOUSEMAIDS,TEMPCRO INTERNATIONAL LIMITED,Saudi Arabia,"Mar 11, 2025 - Mar 11, 2027 ",SAR 900,Domestic Worker,HOUSEMIADS ,HOUSEMIADS ,"29 December, 2024",+256-775-911091,False
HOUSEMAIDS,TEMPCRO INTERNATIONAL LIMITED,./jobs?id=6799,Saudi Arabia,"25 Mar, 2025 - 25 Mar, 2027","Deadline : 12 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6799,HOUSEMAIDS,TEMPCRO INTERNATIONAL LIMITED,Saudi Arabia,"Mar 25, 2025 - Mar 25, 2027 ",SAR 900,Domestic Worker,housemaid,housemaid						,"25 March, 2025",+256-775-911091,True
HOUSEMAIDS,TRIPLE WORLD GROUP LIMITED,./jobs?id=6641,Saudi Arabia,"22 Jan, 2025 - 22 Jan, 2027","Deadline : 19 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6641,HOUSEMAIDS,Triple World Group Limited,Saudi Arabia,"Jan 22, 2025 - Jan 22, 2027 ",SAR 900,Domestic Worker,Housemaids are needed in Saudi Arabia to work for a contract period of 2 years.,Housemaids are needed in Saudi Arabia to work for a contract period of 2 years.						,"02 February, 2024",+256-785-622550,False
HOUSEMAIDS,TRIPLE WORLD GROUP LIMITED,./jobs?id=6641,Uganda,"Posted : 22 Jan, 2025","Deadline : 19 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6641,HOUSEMAIDS,Triple World Group Limited,Saudi Arabia,"Jan 22, 2025 - Jan 22, 2027 ",SAR 900,Domestic Worker,Housemaids are needed in Saudi Arabia to work for a contract period of 2 years.,Housemaids are needed in Saudi Arabia to work for a contract period of 2 years.						,"02 February, 2024",+256-785-622550,False
HOUSEMAIDS,VBC LABOUR EXPERTS LIMITED,./jobs?id=6649,Saudi Arabia,"24 Jan, 2025 - 24 Jan, 2027","Deadline : 21 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6649,HOUSEMAIDS,VBC LABOUR EXPERTS LIMITED,Saudi Arabia,"Jan 24, 2025 - Jan 24, 2027 ",SAR 900,Domestic Worker,House maids needed in Saudi Arabia to work for a contract period of 2 years.,House maids needed in Saudi Arabia to work for a contract period of 2 years.,"14 March, 2024",+256-759-130850,False
HOUSEMAIDS,VBC LABOUR EXPERTS LIMITED,./jobs?id=6649,Uganda,"Posted : 24 Jan, 2025","Deadline : 21 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6649,HOUSEMAIDS,VBC LABOUR EXPERTS LIMITED,Saudi Arabia,"Jan 24, 2025 - Jan 24, 2027 ",SAR 900,Domestic Worker,House maids needed in Saudi Arabia to work for a contract period of 2 years.,House maids needed in Saudi Arabia to work for a contract period of 2 years.,"14 March, 2024",+256-759-130850,False
HOUSEMAIDS,VBC LABOUR EXPERTS LIMITED,./jobs?id=6721,Saudi Arabia,"07 Feb, 2025 - 07 Feb, 2027","Deadline : 08 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6721,HOUSEMAIDS,VBC LABOUR EXPERTS LIMITED,Saudi Arabia,"Feb 07, 2025 - Feb 07, 2027 ",SAR 900,Domestic Worker,House maids needed in Saudi Arabia to work for a contract period of 2 years..,House maids needed in Saudi Arabia to work for a contract period of 2 years..,"14 March, 2024",+256-759-130850,False
HOUSEMAIDS,VBC LABOUR EXPERTS LIMITED,./jobs?id=6721,Uganda,"Posted : 07 Feb, 2025","Deadline : 08 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6721,HOUSEMAIDS,VBC LABOUR EXPERTS LIMITED,Saudi Arabia,"Feb 07, 2025 - Feb 07, 2027 ",SAR 900,Domestic Worker,House maids needed in Saudi Arabia to work for a contract period of 2 years..,House maids needed in Saudi Arabia to work for a contract period of 2 years..,"14 March, 2024",+256-759-130850,False
HOUSMAID,JARO HOLDINGS INTERNATIONAL LIMITED,./jobs?id=6673,Saudi Arabia,"30 Jan, 2025 - 30 Jan, 2027","Deadline : 01 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6673,HOUSMAID,JARO HOLDINGS INTERNATIONAL LIMITED,Saudi Arabia,"Jan 30, 2025 - Jan 30, 2027 ",SAR 900,Domestic Worker,"recruitment of domestic workers with a Monthly Salary for domestic workers SAR 900 Saudi Riyals , and the Contract duration is 2 years.","recruitment of domestic workers with a Monthly Salary for domestic workers SAR 900 Saudi Riyals , and the Contract duration is 2 years.","25 May, 2023",+256-782-123123,False
HOUSMAID,JARO HOLDINGS INTERNATIONAL LIMITED,./jobs?id=6673,Uganda,"Posted : 30 Jan, 2025","Deadline : 01 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6673,HOUSMAID,JARO HOLDINGS INTERNATIONAL LIMITED,Saudi Arabia,"Jan 30, 2025 - Jan 30, 2027 ",SAR 900,Domestic Worker,"recruitment of domestic workers with a Monthly Salary for domestic workers SAR 900 Saudi Riyals , and the Contract duration is 2 years.","recruitment of domestic workers with a Monthly Salary for domestic workers SAR 900 Saudi Riyals , and the Contract duration is 2 years.","25 May, 2023",+256-782-123123,False
HPOUSEMAIDS,5 KMG INTERNATIONAL LTD,./jobs?id=6824,Uganda,"Posted : 31 Mar, 2025","Deadline : 23 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6824,HPOUSEMAIDS,5 KMG INTERNATIONAL LTD,Saudi Arabia,"Mar 31, 2025 - Mar 31, 2027 ",SAR 900,Domestic Worker,House maid is a domestic worker whom will work with her sponsor during the period of her contract and she will be responsible about the following duties :,House maid is a domestic worker whom will work with her sponsor during the period of her contract and she will be responsible about the following duties :,"15 April, 2024",+256-709-696959,True
Handler,KHM INTERNATIONAL CONSULTANTS LIMITED,./jobs?id=6770,Qatar,"26 Feb, 2025 - 26 Feb, 2025","Deadline : 26 Mar, 2025",QAR 1000,https://eemis.mglsd.go.ug/jobs?id=6770,Handler,KHM INTERNATIONAL CONSULTANTS LIMITED,Qatar,"Feb 26, 2025 - Feb 26, 2025 ",QAR 1000,Other,Job Summary,Job Summary,"22 March, 2024",+256-752-000777,False
Handler,KHM INTERNATIONAL CONSULTANTS LIMITED,./jobs?id=6770,Uganda,"Posted : 26 Feb, 2025","Deadline : 26 Mar, 2025",QAR 1000,https://eemis.mglsd.go.ug/jobs?id=6770,Handler,KHM INTERNATIONAL CONSULTANTS LIMITED,Qatar,"Feb 26, 2025 - Feb 26, 2025 ",QAR 1000,Other,Job Summary,Job Summary,"22 March, 2024",+256-752-000777,False
Helpers,FAVOUR RECRUITMENT AGENCY LIMITED,./jobs?id=6661,Uganda,"Posted : 29 Jan, 2025","Deadline : 23 Feb, 2025",AED 1200,https://eemis.mglsd.go.ug/jobs?id=6661,Helpers,FAVOUR RECRUITMENT AGENCY LIMITED,United Arab Emirates,"Jan 29, 2025 - Jan 29, 2027 ",AED 1200,"Transport , Logistics, Procurement","To help in the Transport, Logistics and Procurement Field","To help in the Transport, Logistics and Procurement Field","14 October, 2024",+256-751-362069,False
Helpers,FAVOUR RECRUITMENT AGENCY LIMITED,./jobs?id=6661,United Arab Emirates,"29 Jan, 2025 - 29 Jan, 2027","Deadline : 23 Feb, 2025",AED 1200,https://eemis.mglsd.go.ug/jobs?id=6661,Helpers,FAVOUR RECRUITMENT AGENCY LIMITED,United Arab Emirates,"Jan 29, 2025 - Jan 29, 2027 ",AED 1200,"Transport , Logistics, Procurement","To help in the Transport, Logistics and Procurement Field","To help in the Transport, Logistics and Procurement Field","14 October, 2024",+256-751-362069,False
Helpers,FREE ZONE INTERNATIONAL RECRUITMENT AGENCY LTD,./jobs?id=6776,Uganda,"Posted : 28 Feb, 2025","Deadline : 30 Jun, 2025",AED 1300,https://eemis.mglsd.go.ug/jobs?id=6776,Helpers,FREE ZONE INTERNATIONAL RECRUITMENT AGENCY LTD,United Arab Emirates,"Feb 28, 2025 - Feb 28, 2027 ",AED 1300,Manufacturing/Production," As a general helper, you would help out on a production or construction site with whatever the company needs you to do. You don't need a lot of specialized knowledge to be a general helper, but you do need a good work ethic and a can-do attitude."," As a general helper, you would help out on a production or construction site with whatever the company needs you to do. You don't need a lot of specialized knowledge to be a general helper, but you do need a good work ethic and a can-do attitude.","18 July, 2024",+256-755-960507,False
Helpers,FREE ZONE INTERNATIONAL RECRUITMENT AGENCY LTD,./jobs?id=6776,United Arab Emirates,"28 Feb, 2025 - 28 Feb, 2027","Deadline : 30 Jun, 2025",AED 1300,https://eemis.mglsd.go.ug/jobs?id=6776,Helpers,FREE ZONE INTERNATIONAL RECRUITMENT AGENCY LTD,United Arab Emirates,"Feb 28, 2025 - Feb 28, 2027 ",AED 1300,Manufacturing/Production," As a general helper, you would help out on a production or construction site with whatever the company needs you to do. You don't need a lot of specialized knowledge to be a general helper, but you do need a good work ethic and a can-do attitude."," As a general helper, you would help out on a production or construction site with whatever the company needs you to do. You don't need a lot of specialized knowledge to be a general helper, but you do need a good work ethic and a can-do attitude.","18 July, 2024",+256-755-960507,True
House Maid,FRESH MIND INTERNATIONAL LTD,./jobs?id=6749,Saudi Arabia,"20 Feb, 2025 - 20 Feb, 2027","Deadline : 21 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6749,House Maid,FRESH MIND INTERNATIONAL LTD,Saudi Arabia,"Feb 20, 2025 - Feb 20, 2027 ",SAR 900,Domestic Worker,Domestic Helper,Domestic Helper						,"22 May, 2024",+256-783-183252,False
House Maid,FRESH MIND INTERNATIONAL LTD,./jobs?id=6749,Uganda,"Posted : 20 Feb, 2025","Deadline : 21 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6749,House Maid,FRESH MIND INTERNATIONAL LTD,Saudi Arabia,"Feb 20, 2025 - Feb 20, 2027 ",SAR 900,Domestic Worker,Domestic Helper,Domestic Helper						,"22 May, 2024",+256-783-183252,False
House Maid,HIGH GROUND INTERNATIONAL LTD,./jobs?id=6764,Saudi Arabia,"24 Feb, 2025 - 24 Feb, 2027","Deadline : 22 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6764,House Maid,HIGH GROUND INTERNATIONAL LTD,Saudi Arabia,"Feb 24, 2025 - Feb 24, 2027 ",SAR 900,Domestic Worker,We are hiring capable people to work as housemaids in Kingdom of Saudi Arabia for a contract period of 2 years.,We are hiring capable people to work as housemaids in Kingdom of Saudi Arabia for a contract period of 2 years.,"18 December, 2024",+256-700-480631,False
House Maid,HIGH GROUND INTERNATIONAL LTD,./jobs?id=6764,Uganda,"Posted : 24 Feb, 2025","Deadline : 22 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6764,House Maid,HIGH GROUND INTERNATIONAL LTD,Saudi Arabia,"Feb 24, 2025 - Feb 24, 2027 ",SAR 900,Domestic Worker,We are hiring capable people to work as housemaids in Kingdom of Saudi Arabia for a contract period of 2 years.,We are hiring capable people to work as housemaids in Kingdom of Saudi Arabia for a contract period of 2 years.,"18 December, 2024",+256-700-480631,False
House Maid,HIREON AGENCY LIMITED,./jobs?id=6622,Saudi Arabia,"09 Jan, 2025 - 09 Jan, 2027","Deadline : 07 Feb, 2026",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6622,House Maid,HIREON AGENCY LIMITED,Saudi Arabia,"Jan 09, 2025 - Jan 09, 2027 ",SAR 900,Domestic Worker,"We are seeking a reliable and hardworking Female Housemaid to join a family in Saudi Arabia. The successful candidate will be responsible for general household chores, including cleaning, cooking, and childcare.","We are seeking a reliable and hardworking Female Housemaid to join a family in Saudi Arabia. The successful candidate will be responsible for general household chores, including cleaning, cooking, and childcare.						","18 November, 2024",+256-786-702000,True
House Maid,HIREON AGENCY LIMITED,./jobs?id=6622,Uganda,"Posted : 09 Jan, 2025","Deadline : 07 Feb, 2026",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6622,House Maid,HIREON AGENCY LIMITED,Saudi Arabia,"Jan 09, 2025 - Jan 09, 2027 ",SAR 900,Domestic Worker,"We are seeking a reliable and hardworking Female Housemaid to join a family in Saudi Arabia. The successful candidate will be responsible for general household chores, including cleaning, cooking, and childcare.","We are seeking a reliable and hardworking Female Housemaid to join a family in Saudi Arabia. The successful candidate will be responsible for general household chores, including cleaning, cooking, and childcare.						","18 November, 2024",+256-786-702000,False
House Maid,ORONE RECRUITMENT SERVICES LIMITED,./jobs?id=6699,Saudi Arabia,"04 Feb, 2025 - 04 Feb, 2027","Deadline : 03 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6699,House Maid,ORONE RECRUITMENT SERVICES LIMITED,Saudi Arabia,"Feb 04, 2025 - Feb 04, 2027 ",SAR 900,Domestic Worker,Work as a domestic worker in Saudi Arabia,Work as a domestic worker in Saudi Arabia,"22 October, 2024",+256-393-400403,False
House Maid,ORONE RECRUITMENT SERVICES LIMITED,./jobs?id=6699,Uganda,"Posted : 04 Feb, 2025","Deadline : 03 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6699,House Maid,ORONE RECRUITMENT SERVICES LIMITED,Saudi Arabia,"Feb 04, 2025 - Feb 04, 2027 ",SAR 900,Domestic Worker,Work as a domestic worker in Saudi Arabia,Work as a domestic worker in Saudi Arabia,"22 October, 2024",+256-393-400403,False
House Maid,SHUKRAN HABIB CONSULTANTS LTD,./jobs?id=6644,Saudi Arabia,"22 Jan, 2025 - 22 Jan, 2027","Deadline : 20 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6644,House Maid,SHUKRAN HABIB CONSULTANTS LTD,Saudi Arabia,"Jan 22, 2025 - Jan 22, 2027 ",SAR 900,Domestic Worker,Work as a domestic worker in Saudi Arabia,Work as a domestic worker in Saudi Arabia,"25 November, 2024",+256-702-000206,False
House Maid,SHUKRAN HABIB CONSULTANTS LTD,./jobs?id=6644,Uganda,"Posted : 22 Jan, 2025","Deadline : 20 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6644,House Maid,SHUKRAN HABIB CONSULTANTS LTD,Saudi Arabia,"Jan 22, 2025 - Jan 22, 2027 ",SAR 900,Domestic Worker,Work as a domestic worker in Saudi Arabia,Work as a domestic worker in Saudi Arabia,"25 November, 2024",+256-702-000206,False
House Maid,SHUKRAN HABIB CONSULTANTS LTD,./jobs?id=6724,Saudi Arabia,"11 Feb, 2025 - 11 Feb, 2027","Deadline : 31 Dec, 2026",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6724,House Maid,SHUKRAN HABIB CONSULTANTS LTD,Saudi Arabia,"Feb 11, 2025 - Feb 11, 2027 ",SAR 900,Domestic Worker,Work as a domestic worker in Saudi Arabia,Work as a domestic worker in Saudi Arabia,"25 November, 2024",+256-702-000206,True
House Maid,SHUKRAN HABIB CONSULTANTS LTD,./jobs?id=6724,Uganda,"Posted : 11 Feb, 2025","Deadline : 31 Dec, 2026",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6724,House Maid,SHUKRAN HABIB CONSULTANTS LTD,Saudi Arabia,"Feb 11, 2025 - Feb 11, 2027 ",SAR 900,Domestic Worker,Work as a domestic worker in Saudi Arabia,Work as a domestic worker in Saudi Arabia,"25 November, 2024",+256-702-000206,False
House Maid,STREPA INTERNATIONAL SERVICES LIMITED,./jobs?id=6780,Saudi Arabia,"10 Mar, 2025 - 10 Mar, 2027","Deadline : 29 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6780,House Maid,STREPA INTERNATIONAL SERVICES LIMITED,Saudi Arabia,"Mar 10, 2025 - Mar 10, 2027 ",SAR 900,Domestic Worker,M/S STREPA INTERNATIONAL SERVICES LTD,M/S STREPA INTERNATIONAL SERVICES LTD,"31 July, 2023",+256-772-520685,False
House Maids,ENVIRON PLUS UGANDA LIMITED,./jobs?id=6711,Saudi Arabia,"06 Feb, 2025 - 06 Feb, 2027","Deadline : 06 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6711,House Maids,ENVIRON PLUS UGANDA LIMITED,Saudi Arabia,"Feb 06, 2025 - Feb 06, 2027 ",SAR 900,Domestic Worker,Ready to take all responsibility for all kinds of housework as a house helper.,Ready to take all responsibility for all kinds of housework as a house helper.,"13 September, 2024",+256-754-045974,False
House Maids,ENVIRON PLUS UGANDA LIMITED,./jobs?id=6711,Uganda,"Posted : 06 Feb, 2025","Deadline : 06 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6711,House Maids,ENVIRON PLUS UGANDA LIMITED,Saudi Arabia,"Feb 06, 2025 - Feb 06, 2027 ",SAR 900,Domestic Worker,Ready to take all responsibility for all kinds of housework as a house helper.,Ready to take all responsibility for all kinds of housework as a house helper.,"13 September, 2024",+256-754-045974,False
House Maids,KHM INTERNATIONAL CONSULTANTS LIMITED,./jobs?id=6835,Uganda,"Posted : 01 Apr, 2025","Deadline : 28 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6835,House Maids,KHM INTERNATIONAL CONSULTANTS LIMITED,Saudi Arabia,"Apr 01, 2025 - Apr 01, 2027 ",SAR 900,Domestic Worker,Ready to take all responsibility for all kinds of housework as a house helper.,Ready to take all responsibility for all kinds of housework as a house helper.,"22 March, 2024",+256-752-000777,True
House made,ELFIRSAN GROUP LIMITED,./jobs?id=6620,Saudi Arabia,"10 Jan, 2025 - 10 Jan, 2027","Deadline : 07 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6620,House made,ELFIRSAN GROUP LIMITED,Saudi Arabia,"Jan 10, 2025 - Jan 10, 2027 ",SAR 900,Domestic Worker,Domestic worker must dusting cleaning all the house doing laundry and ironing helping with the kids,Domestic worker must dusting cleaning all the house doing laundry and ironing helping with the kids,"31 May, 2024",+256-393-215483,False
House made,ELFIRSAN GROUP LIMITED,./jobs?id=6620,Uganda,"Posted : 10 Jan, 2025","Deadline : 07 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6620,House made,ELFIRSAN GROUP LIMITED,Saudi Arabia,"Jan 10, 2025 - Jan 10, 2027 ",SAR 900,Domestic Worker,Domestic worker must dusting cleaning all the house doing laundry and ironing helping with the kids,Domestic worker must dusting cleaning all the house doing laundry and ironing helping with the kids,"31 May, 2024",+256-393-215483,False
House maid,CAPACITY LABOUR AGENCY LTD,./jobs?id=6798,Saudi Arabia,"25 Mar, 2025 - 25 Mar, 2027","Deadline : 12 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6798,House maid,CAPACITY LABOUR AGENCY LTD,Saudi Arabia,"Mar 25, 2025 - Mar 25, 2027 ",SAR 900,Domestic Worker,"Cleaning, washing and ironing clothes","Cleaning, washing and ironing clothes						","23 September, 2024",+256-700-436695,True
House maid,CAPACITY LABOUR AGENCY LTD,./jobs?id=6804,Saudi Arabia,"25 Mar, 2025 - 25 Mar, 2027","Deadline : 16 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6804,House maid,CAPACITY LABOUR AGENCY LTD,Saudi Arabia,"Mar 25, 2025 - Mar 25, 2027 ",SAR 900,Domestic Worker,"Cleaning, washing and ironing clothes.","Cleaning, washing and ironing clothes.						","23 September, 2024",+256-700-436695,True
House maid,RAAMA AFRICA,./jobs?id=6663,Saudi Arabia,"29 Jan, 2025 - 29 Jan, 2027","Deadline : 26 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6663,House maid,RAAMA AFRICA,Saudi Arabia,"Jan 29, 2025 - Jan 29, 2027 ",SAR 900,Domestic Worker,House maid (house cleanliness),House maid (house cleanliness),"02 September, 2024",+256-200-923425,False
House maid,RAAMA AFRICA,./jobs?id=6663,Uganda,"Posted : 29 Jan, 2025","Deadline : 26 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6663,House maid,RAAMA AFRICA,Saudi Arabia,"Jan 29, 2025 - Jan 29, 2027 ",SAR 900,Domestic Worker,House maid (house cleanliness),House maid (house cleanliness),"02 September, 2024",+256-200-923425,False
House maid,SWIFT INTERNATIONAL RECRUITERS LIMITED,./jobs?id=6540,Saudi Arabia,"19 Nov, 2024 - 19 Nov, 2026","Deadline : 01 Dec, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6540,House maid,SWIFT INTERNATIONAL RECRUITERS LIMITED,Saudi Arabia,"Nov 19, 2024 - Nov 19, 2026 ",SAR 900,Domestic Worker," Domestic workers to help in housework like cleaning, washing and doing other housework like cooking and helping family members"," Domestic workers to help in housework like cleaning, washing and doing other housework like cooking and helping family members						","31 May, 2024",+256-392-174783,True
Housemaid,AL- SHAOLAH - SMC LIMITED,./jobs?id=6803,Saudi Arabia,"03 Apr, 2025 - 03 Apr, 2027","Deadline : 13 Apr, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6803,Housemaid,AL- SHAOLAH - SMC LIMITED,Saudi Arabia,"Apr 03, 2025 - Apr 03, 2027 ",SAR 900,Domestic Worker,We're looking forward to recruiting Ugandan housemaids after having gone all the needful requirements. Our recruitment has to be through the legal systems of Ugandan law as per the Ministry pf Labour. The housemaid must undergo trainings before her deployment. She must go for a medical checkup from her home country. She has to be 20 years and above.,We're looking forward to recruiting Ugandan housemaids after having gone all the needful requirements. Our recruitment has to be through the legal systems of Ugandan law as per the Ministry pf Labour. The housemaid must undergo trainings before her deployment. She must go for a medical checkup from her home country. She has to be 20 years and above.						,"12 March, 2025",+256-702-240475,True
Housemaid,ALUMA RECRUITMENT LTD,./jobs?id=6583,Saudi Arabia,"17 Dec, 2024 - 17 Dec, 2026","Deadline : 08 Jan, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6583,Housemaid,ALUMA RECRUITMENT LTD,Saudi Arabia,"Dec 17, 2024 - Dec 17, 2026 ",SAR 900,Domestic Worker,We are looking for a housemaid who will be helping in the house keeping. Some of the requirements that are required of her are as of below.,We are looking for a housemaid who will be helping in the house keeping. Some of the requirements that are required of her are as of below.,"13 September, 2024",+256-700-724854,False
Housemaid,DILIGENT OVERSEAS RECRUITMENT AGENCY LTD,./jobs?id=6628,Saudi Arabia,"16 Jan, 2025 - 16 Jan, 2027","Deadline : 09 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6628,Housemaid,DILIGENT OVERSEAS RECRUITMENT AGENCY LTD,Saudi Arabia,"Jan 16, 2025 - Jan 16, 2027 ",SAR 900,Domestic Worker,We are looking for a housemaid who will be helping in the house keeping. Some of the requirements that are required of her are as of below.,We are looking for a housemaid who will be helping in the house keeping. Some of the requirements that are required of her are as of below.,"06 December, 2024",+256700328938,False
