company_name,company_url_eemis,company_location_companies_page,company_country_companies_page,company_phone_companies_page,company_calendar,logo_link,license_no,start_date_company_page_DDMMYYYY,expiry_date_company_page_DDMMYYYY,company_address_company_page,company_country_company_page,company_phone_company_page,company_email_company_page,active_company,job_name_jobs_list,job_page_link,jobs_country_jobs_list,job_posted_date,job_deadline,job_salary_jobs_list,job_page_full_url,job_name_job_page,company_name_job_page,job_country_job_page,job_salary_job_page,job_category,job_overview,job_description_details,company_reg_date_MMDDYYYY,company_phone_jobs_page,company_address_country_job_page,active_job,job_start_date_MMDDYYYY,job_end_date_MMDDYYYY,job_salary_currency_job_page,usd_conversion,job_salary_amount_job_page,latitude_company_location_companies_page,longitude_company_location_companies_page,city_company_location_companies_page,country_company_location_companies_page,latitude_company_location_company_page,longitude_company_location_company_page,city_company_location_company_page,country_company_location_company_page,latitude_map,longitude_map,job_length_days,job_length_years
ALAJEER ALDOWALI RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlajeerAldowaliRecruitmentOffice_27144774,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-560-909037,"12 May, 2024 - 12 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2127_1702389212.jpg,SA24050006,12/5/2024,12/5/2026,"Makkah, Saudi Arabia ",Saudi Arabia , +966-560-909037 , mohism1981@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,21.4240968,39.81733639999999,Makkah,Saudi Arabia,24.7169626,46.7115929,,
ALAMER RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlamerRecruitmentOffice_29092824,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-505-913331,"23 Jul, 2024 - 23 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2202_1706186632.jpg,SA24070017,23/7/2024,23/7/2026,"Ash Sharqiyah Eastern Pr, Saudi Arabia ",Saudi Arabia , +966-505-913331 , alameroffic@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,23.5681347,50.6793759,,Saudi Arabia,24.7169626,46.7115929,,
ALARABIYA RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlarabiyaRecruitmentOffice_25511064,482079150,,+966-552-390008,"28 Sep, 2023 - 28 Sep, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2062_1691835452.jpg,SA23090017,28/9/2023,28/9/2025,"Makkah, Saudi Arabia ",Saudi Arabia , +966-552-390008 , al.mnahdi@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,,,,,21.4240968,39.81733639999999,Makkah,Saudi Arabia,21.4240968,39.81733639999999,,
ALASKER INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/ALASKERINTERNATIONALLIMITED_10086,"Kabusu Road, off Rubaga Road",off Rubaga Road,+256-703-440000,"04 Nov, 2024 - 03 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/logo_41158340068789.jpg,E24110005,04/11/2024,03/11/2026,"Kampala, Uganda ",Uganda , +256-703-440000 , 2014alaskerint@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3102806,32.5647002,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3102806,32.5647002,,
ALAWAL RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlawalRecruitmentOffice_21003846,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-554-150888,"05 Aug, 2024 - 04 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1871_1665567066.jpg,SA24080003,05/8/2024,04/8/2026,"Ar Riyad, Saudi Arabia ",Saudi Arabia , +966-554-150888 , alawal-recruitment@outlook.sa ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7169626,46.7115929,,
ALAYADI ALMOSANIDAH RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALAYADIALMOSANIDAHRECRUITMENTOFFICE_19440000,alrayan - alimam alshafie - riyadh -ksa,,+966-541-115999,"14 Nov, 2023 - 14 Nov, 2025",https://eemis.mglsd.go.ug/assets/images/brands/placeholder.jpg,SA23110008,14/11/2023,14/11/2025,"Riyadh, Saudi Arabia ",Saudi Arabia , +966-541-115999 , ZAYZOOH8765@GMAIL.COM ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7197242,46.7895645,Riyadh,Saudi Arabia,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7197242,46.7895645,,
ALENGAZ ALDAWLI RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlengazAldawliRecruitmentOffice_32461656,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-557-848020,"Dec 04, 2024 - Dec 03, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2326_1728400026.jpg,SA24120002,04/12/2024,03/12/2026,"Riyadh, Saudi Arabia ",Saudi Arabia , +966-557-848020 , en.dawly2016@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7169626,46.7115929,,
ALESNAD ALMASI RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlesnadAlmasiRecruitmentOffice_22395744,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-550-002626,"03 Jan, 2024 - 03 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1932_1690364368.jpeg,SA24010003,03/1/2024,03/1/2026,"Riyadh, Saudi Arabia ",Saudi Arabia , +966-550-002626 , alesnadalmasi@hotmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7169626,46.7115929,,
ALFAIAK MANPOWER SERVICES COMPANY,https://eemis.mglsd.go.ug/companies/ALFAIAKMANPOWERSERVICESCOMPANY_11016150,"Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-544-878378,"20 Feb, 2024 - 20 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1355_1646553239.jpeg,SA24020014,20/2/2024,20/2/2026,Saudi Arabia ,Saudi Arabia , +966-544-878378 , info@alfalakhr.com ,True,,,,,,,,,,,,,,,,,,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,23.885942,45.079162,,Saudi Arabia,24.7169626,46.7115929,,
ALFOOJ ALTHAHABI RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALFOOJALTHAHABIRECRUITMENTOFFICE_28671576,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-501-111699,"26 Apr, 2024 - 26 Apr, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2186_1702555059.jpeg,SA24040011,26/4/2024,26/4/2026,Saudi Arabia ,Saudi Arabia , +966-501-111699 , alfoojksa@gmail.com ,False,,,,,,,,,,,,,,,,,,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,23.885942,45.079162,,Saudi Arabia,24.7169626,46.7115929,,
ALFOOJ ALTHAHABI RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALFOOJALTHAHABIRECRUITMENTOFFICE_28671576,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-501-111699,"26 Apr, 2024 - 26 Apr, 2026",,,,,,,,,True,,,,,,,,,,,,,,,,,,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,,,,,24.7169626,46.7115929,,
ALGOSSAIBI SERVICES COMPANY,https://eemis.mglsd.go.ug/companies/ALGOSSAIBISERVICESCOMPANY_18123864,"P.O Box 4131, Khobar highway, Industrial Area 1, Dammam, Kingdom of Saudi Arabia",Kingdom of Saudi Arabia,+966-504-943462,"25 Jul, 2023 - 25 Jul, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1738_1686748705.png,SA1045,25/7/2023,25/7/2025,"Ash Sharqiyah Eastern Pr, Saudi Arabia ",Saudi Arabia , +966-504-943462 , info.algosaibiservices@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,26.4274359,50.11030210000001,Madinat Al Umal,32253,23.5681347,50.6793759,,Saudi Arabia,26.4274359,50.11030210000001,,
ALHAMED OFFICE,https://eemis.mglsd.go.ug/companies/Alhamedoffice_22256856,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-552-809080,"13 Feb, 2024 - 13 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1926_1667217742.jpg,SA24020009,13/2/2024,13/2/2026,"Riyadh, Saudi Arabia ",Saudi Arabia , +966-552-809080 , alhamed.rec@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7169626,46.7115929,,
ALI BIN ALI HOLDING WLL,https://eemis.mglsd.go.ug/companies/AliBinAliHoldingWLL_31657254,"Ali Bin Ali Tower, Airport Road, أم غويلينة، الدوحة، Qatar",,+974-311-096363,"05 Aug, 2024 - 05 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/placeholder.jpg,QA24080004,05/8/2024,05/8/2026,"Ad Dawhah, Qatar ",Qatar , +974-311-096363 , bob.mathews@alibinali.com ,True,,,,,,,,,,,,,,,,,Qatar,False,,,,0.0,0.0,25.273323,51.5443954,الدوحة,Qatar,25.2854473,51.53103979999999,Doha,Qatar,25.273323,51.5443954,,
ALIRTIGA RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALIRTIGARecruitmentOffice_19203126,Taif,,+966-566-111363,"18 May, 2023 - 18 May, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1789_1678283719.jpeg,SA1036,18/5/2023,18/5/2025,"Makkah, Saudi Arabia ",Saudi Arabia , +966-566-111363 , alirtiqa@outlook.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,21.2840782,40.42481919999999,Makkah Province,Saudi Arabia,21.4240968,39.81733639999999,Makkah,Saudi Arabia,21.2840782,40.42481919999999,,
ALJSOOR RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALJSOORRECRUITMENTOFFICE_30510150,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-595-880219,"07 Jul, 2024 - 07 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2255_1715685035.jpg,SA24070005,07/7/2024,07/7/2026,Saudi Arabia ,Saudi Arabia , +966-595-880219 , aljsoor.2015@hotmail.com ,True,,,,,,,,,,,,,,,,,,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,23.885942,45.079162,,Saudi Arabia,24.7169626,46.7115929,,
ALKA SECURITAS UGANDA LIMITED,https://eemis.mglsd.go.ug/companies/ALKASECURITASUGANDALIMITED_447174,SIR APOLLO KAGWA ROAD,,+256-700-388608,"28 Feb, 2024 - 27 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_273_1704363145.jpg,E24020018,28/2/2024,27/2/2026,"Kampala, Uganda ",Uganda , +256-700-388608 , alkasecuritas@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3338236,32.5640494,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3338236,32.5640494,,
ALKAREB LIMITED,https://eemis.mglsd.go.ug/companies/ALKAREBLIMITED_131424,"PLOT 2 KASALINA ESTATE, MENGO, KAMPALA",KAMPALA,+256-782-707711,"12 Oct, 2023 - 11 Oct, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_148_1690531675.jpeg,E23100007,12/10/2023,11/10/2025,"KAMPALA, UGANDA, Kampala, Uganda ",Uganda , +256-782-707711 , alkareblimited@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.305995,32.5627272,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.305995,32.5627272,,
ALKHAD IMPACT AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/ALKHADIMPACTAGENCYLIMITED_10613400,"RUBAGA ROAD, KAKEEKA, RUBAGA DIVISION, KAMPALA",KAMPALA,+256-701-395712,"18 Jul, 2024 - 17 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1330_1651055110.jpeg,E24070009,18/7/2024,17/7/2026,"Kampala, Uganda ",Uganda , +256-701-395712 , alkhadimpact@gmail.com ,True,HOUSE MAID,./jobs?id=6592,Saudi Arabia,"16 Dec, 2024 - 16 Dec, 2026","Deadline : 10 Jan, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6592,housemaid,ALKHAD IMPACT AGENCY LIMITED,Saudi Arabia,SAR 900,Domestic Worker,HOUSEMAIDS NEEDED TO WORK IN SAUDI ARABIA,HOUSEMAIDS NEEDED TO WORK IN SAUDI ARABIA,18/7/2024,+256-701-395712,Uganda,False,2024-12-16,2026-12-16,SAR,240.0,900.0,0.3044936,32.557373,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3044936,32.557373,730.0,2.0
ALKHALEEJEA MANPOWER CO. SMC LIMITED,https://eemis.mglsd.go.ug/companies/ALKHALEEJEAMANPOWERCOSMCLIMITED_29783904,"RUBAGA ROAD, MENGO",MENGO,+256-700-109890,"23 Sep, 2024 - 22 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2228_1720771598.jpg,E24090029,23/9/2024,22/9/2026,"Kampala, Uganda ",Uganda , +256-700-109890 , alkhaleejeacosmc@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.310555,32.5649308,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.310555,32.5649308,,
ALKHEBRAT ALTAWEELAH RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/alkhebrataltaweelahRecruitmentOffice_18207384,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,00966-505623119,"02 Jun, 2024 - 02 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1742_1666181669.jpeg,SA24060001,02/6/2024,02/6/2026,"Ash Sharqiyah Eastern Pr, Saudi Arabia ",Saudi Arabia , 00966-505623119 , talalmbb2022@hotmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,23.5681347,50.6793759,,Saudi Arabia,24.7169626,46.7115929,,
ALKHUZAMA RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALKHUZAMARECRUITMENTOFFICE_28227366,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-543-001047,"12 May, 2024 - 12 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2169_1702889512.jpg,SA24050005,12/5/2024,12/5/2026,"Riyadh, Saudi Arabia ",Saudi Arabia , +966-543-001047 , Alkhuzam44@hotmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7169626,46.7115929,,
ALMAHTTA RECRUITMENT AGENCY LTD,https://eemis.mglsd.go.ug/companies/ALMAHTTARECRUITMENTAGENCYLTD_10999896,105868 KAMPALA,,+256-787-256547,"23 Aug, 2024 - 22 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1354_1653430442.jpeg,E24080030,23/8/2024,22/8/2026,"Kampala, Uganda ",Uganda , +256-787-256547 , almahtta22022@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3151692,32.5816313,Central Region,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
ALMALAK LASSY RECRUITMENT CONSULT LTD,https://eemis.mglsd.go.ug/companies/ALMALAKLASSYRECRUITMENTCONSULTLTD_4881624,"East African Road, Kyambogo, Kampala Uganda.",,+256-782-986543,"23 Nov, 2022 - 28 Jan, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_902_1659631679.jpg,E22110067,23/11/2022,28/1/2025,"Kampala, Uganda ",Uganda , +256-782-986543 , jobs@almalakug.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3579355,32.6322088,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3579355,32.6322088,,
ALMARED AGENCY FOR RECRUITMENT AND CONSULTANCY LIMITED,https://eemis.mglsd.go.ug/companies/ALMAREDAGENCYFORRECRUITMENTANDCONSULTANCYLIMITED_282534,"KIBUGA BLOCK 25, LUBYA ZONE",LUBYA ZONE,+256-701-838773,"23 May, 2023 - 22 May, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_217_1612459962.jpg,E23050030,23/5/2023,22/5/2025,"KAMPALA, Kampala, Uganda ",Uganda , +256-701-838773 , almareduganda@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,,,,,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
ALMAWARD ALBASHREH RECRUITMENT CO,https://eemis.mglsd.go.ug/companies/AlmawardAlbashrehRecruitmentCo_25412184,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-502-382883,"07 Sep, 2023 - 07 Sep, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2058_1691411678.jpeg,SA23090003,07/9/2023,07/9/2025,Saudi Arabia ,Saudi Arabia , +966-502-382883 , Moh_omairy@yahoo.com ,True,,,,,,,,,,,,,,,,,,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,23.885942,45.079162,,Saudi Arabia,24.7169626,46.7115929,,
ALMERSAH RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALMERSAHRECRUITMENTOFFICE_9033174,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-135-999110,"23 Jan, 2024 - 23 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1227_1648998220.png,SA24010016,23/1/2024,23/1/2026,"Ash Sharqiyah Eastern Pr, Saudi Arabia ",Saudi Arabia , +966-135-999110 , Info.ocean.2030@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,23.5681347,50.6793759,,Saudi Arabia,24.7169626,46.7115929,,
ALMETHALY RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlmethalyRecruitmentOffice_19721814,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-555-222108,"29 Nov, 2024 - 28 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1813_1705398705.jpg,SA24110034,29/11/2024,28/11/2026,"Ar Riyad, Saudi Arabia ",Saudi Arabia , +966-555-222108 , almethalyrecruiment@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7169626,46.7115929,,
ALMETHAQ ALALEE RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALMETHAQALALEERECRUITMENTOFFICE_18459096,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-569-177866,"03 Jan, 2024 - 03 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1754_1685969556.jpeg,SA24010004,03/1/2024,03/1/2026,Saudi Arabia ,Saudi Arabia , +966-569-177866 , ysherbib3@gmail.com ,True,,,,,,,,,,,,,,,,,,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,23.885942,45.079162,,Saudi Arabia,24.7169626,46.7115929,,
ALMOND INTERNATIONAL GROUP LTD,https://eemis.mglsd.go.ug/companies/ALMONDINTERNATIONALGROUPLTD_1033350,"PLOT 2051, MULIMIRA ZONE",MULIMIRA ZONE,+256-702-799323,"19 Jun, 2024 - 18 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_415_1712811797.jpg,E24060016,19/6/2024,18/6/2026,"Kampala, Uganda ",Uganda , +256-702-799323 , almondinternational90@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,1.373333,32.290275,Central Region,Uganda,0.3151692,32.5816313,Kampala,Uganda,1.373333,32.290275,,
ALMOWAD RECRUITMEN OFFICE,https://eemis.mglsd.go.ug/companies/AlmowadRecruitmenOffice_7593750,https://goo.gl/maps/Pyq6FruLytSyQ2tL8,,+966-570-777710,"07 Sep, 2023 - 07 Sep, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1125_1642520986.jpg,SA23090005,07/9/2023,07/9/2025,"Ar Riyad, Saudi Arabia ",Saudi Arabia , +966-570-777710 , almowad2017@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,,,,,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7135517,46.6752957,,
ALMUHIT ALATLASI RECRUIMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALMUHITALATLASIRECRUIMENTOFFICE_28802886,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-536-844478,"06 Jan, 2025 - 05 Jan, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_2191_1724244880.jpeg,SA25010003,06/1/2025,05/1/2027,"Riyadh, Saudi Arabia ",Saudi Arabia , +966-536-844478 , saud56900@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7169626,46.7115929,,
ALMUMTAZ RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlmumtazRecruitmentOffice_20981400,Riyadh - King Fahad district,,+966-556-777315,"18 Jul, 2023 - 18 Jul, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1870_1667994439.jpg,SA679,18/7/2023,18/7/2025,"Riyadh, Saudi Arabia ",Saudi Arabia , +966-556-777315 , almumtazoffice@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.745196,46.6591427,Riyadh,12273,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.745196,46.6591427,,
ALMUSTASHAR RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALMUSTASHARRECRUITMENTOFFICE_24945126,JEDDAH,,+966-533-893583,"14 Aug, 2023 - 30 Jul, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2039_1690188776.jpg,SA1050,14/8/2023,30/7/2025,"Makkah, Saudi Arabia ",Saudi Arabia , +966-533-893583 , xmxz0@hotmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,21.5291545,39.1610863,SA,Saudi Arabia,21.4240968,39.81733639999999,Makkah,Saudi Arabia,21.5291545,39.1610863,,
ALMUTAHIDAH RESOURCES COMPANY,https://eemis.mglsd.go.ug/companies/ALMUTAHIDAHRESOURCESCOMPANY_8101464,"ALMORABA , DHABAB STREET",DHABAB STREET,+966-582-444230,"24 Jan, 2023 - 24 Jan, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1162_1642584392.jpg,SA011,24/1/2023,24/1/2025,"Ar Riyad, Saudi Arabia ",Saudi Arabia , +966-582-444230 , M.OMAR@ALMUTAHIDAH.COM ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,,,,,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7135517,46.6752957,,
ALMUTAKSAS ALHADITH  RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlmutaksasAlhadithRecruitmentOffice_22141446,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-536-004095,"03 Dec, 2023 - 03 Dec, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1921_1694442401.jpg,SA23120001,03/12/2023,03/12/2025,"Makkah, Saudi Arabia ",Saudi Arabia , +966-536-004095 , infomsr2017@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,21.4240968,39.81733639999999,Makkah,Saudi Arabia,24.7169626,46.7115929,,
ALNADER WORLD RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlnaderWorldRecruitmentOffice_30456054,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-559-277211,"23 Oct, 2024 - 23 Oct, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2253_1724751933.jpg,SA24100014,23/10/2024,23/10/2026,"Riyadh, Saudi Arabia ",Saudi Arabia , +966-559-277211 , mktbalnadr360@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7169626,46.7115929,,
ALOMAM RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALOMAMRECRUITMENTOFFICE_19095936,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-505-204443,"22 Jul, 2024 - 22 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1784_1676223529.jpg,SA24070015,22/7/2024,22/7/2026,"Riyadh, Saudi Arabia ",Saudi Arabia , +966-505-204443 , omamrecruitment@hotmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7169626,46.7115929,,
ALRAHMAH RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALRAHMAHRECRUITMENTOFFICE_28645350,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-500-011360,"23 Jul, 2024 - 23 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2185_1702498434.jpeg,SA24070016,23/7/2024,23/7/2026,"Najran, Saudi Arabia ",Saudi Arabia , +966-500-011360 , alrhmah07@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,17.5656036,44.2289441,Najran,Saudi Arabia,24.7169626,46.7115929,,
