company_name,company_link,company_location_companiespage,company_phone_x,company_calendar,logo_link,company_name_copg,license_no,start_date,expiry_date,address,phone_no,email,active_company,job_name_jobs_list,job_page_link,jobs_country_jobs_list,posted_date,deadline,job_salary_jobs_list,job_page_full_url,job_name_job_page,company_name_job_page,job_country_job_page,job_time_job_page,job_salary_job_page,job_category,job_overview,job_description_details,company_reg_date,company_phone_y,active_job
AL-MADINAH AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/AL-MADINAHAGENCYLIMITED_47526,"BLOCK NO. 8 PLOT NO. 604 DISTRICT WEST MENGO, KIBUGA SUB COUNTY, SEBIKOKYE ROAD.",+256-772-487974,"11 Feb, 2025 - 10 Feb, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_89_1648456995.jpg,AL-MADINAH AGENCY LIMITED,E25020004,11 February 2025,10 February 2027,"(' 27151, KAMPALA', 'Kampala, Uganda ')", +256-772-487974 , almadinahagency01@gmail.com ,True,,,,,,,,,,,,,,,,,,False
AL-MASHYU COMPANY LIMITED,https://eemis.mglsd.go.ug/companies/AL-MASHYUCOMPANYLIMITED_4667544,+256774341610,+256-704-341610,"28 Oct, 2024 - 27 Oct, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_882_1651239196.png,AL-MASHYU COMPANY LIMITED,E24100015,28 October 2024,27 October 2026,"(' P.O. Box 104835', 'Kampala, Uganda ')", +256-704-341610 , hassan.rashid44@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALAJEER ALDOWALI RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlajeerAldowaliRecruitmentOffice_27144774,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-560-909037,"12 May, 2024 - 12 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2127_1702389212.jpg,ALAJEER ALDOWALI RECRUITMENT OFFICE,SA24050006,12 May 2024,12 May 2026,"(' P.O Box ', 'Makkah, Saudi Arabia ')", +966-560-909037 , mohism1981@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALALMI RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALALMIRECRUITMENTOFFICE_6985446,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-500-712600,"13 Mar, 2025 - 12 Mar, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_1079_1641744473.jpeg,ALALMI RECRUITMENT OFFICE,SA25030006,13 March 2025,12 March 2027,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-500-712600 , al3almi28@yahoo.com ,True,,,,,,,,,,,,,,,,,,False
ALAMER RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlamerRecruitmentOffice_29092824,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-505-913331,"23 Jul, 2024 - 23 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2202_1706186632.jpg,ALAMER RECRUITMENT OFFICE,SA24070017,23 July 2024,23 July 2026,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", +966-505-913331 , alameroffic@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALARABIYA RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlarabiyaRecruitmentOffice_25511064,482079150,+966-552-390008,"28 Sep, 2023 - 28 Sep, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2062_1691835452.jpg,ALARABIYA RECRUITMENT OFFICE,SA23090017,28 September 2023,28 September 2025,"(' P.O Box ', 'Makkah, Saudi Arabia ')", +966-552-390008 , al.mnahdi@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALASKER INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/ALASKERINTERNATIONALLIMITED_10086,"Kabusu Road, off Rubaga Road",+256-703-440000,"04 Nov, 2024 - 03 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/logo_41158340068789.jpg,ALASKER INTERNATIONAL LIMITED,E24110005,04 November 2024,03 November 2026,"(' P.O Box ', 'Kampala, Uganda ')", +256-703-440000 , 2014alaskerint@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALAWAL RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlawalRecruitmentOffice_21003846,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-554-150888,"05 Aug, 2024 - 04 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1871_1665567066.jpg,ALAWAL RECRUITMENT OFFICE,SA24080003,05 August 2024,04 August 2026,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-554-150888 , alawal-recruitment@outlook.sa ,True,,,,,,,,,,,,,,,,,,False
ALAYADI ALMOSANIDAH RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALAYADIALMOSANIDAHRECRUITMENTOFFICE_19440000,alrayan - alimam alshafie - riyadh -ksa,+966-541-115999,"14 Nov, 2023 - 14 Nov, 2025",https://eemis.mglsd.go.ug/assets/images/brands/placeholder.jpg,ALAYADI ALMOSANIDAH RECRUITMENT OFFICE,SA23110008,14 November 2023,14 November 2025,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-541-115999 , ZAYZOOH8765@GMAIL.COM ,True,,,,,,,,,,,,,,,,,,False
ALENGAZ ALDAWLI RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlengazAldawliRecruitmentOffice_32461656,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-557-848020,"04 Dec, 2024 - 03 Dec, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2326_1728400026.jpg,ALENGAZ ALDAWLI RECRUITMENT OFFICE,SA24120002,04 December 2024,03 December 2026,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-557-848020 , en.dawly2016@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALENGAZ ALDAWLI RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlengazAldawliRecruitmentOffice_32461656,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-557-848020,"Dec 04, 2024 - Dec 03, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2326_1728400026.jpg,ALENGAZ ALDAWLI RECRUITMENT OFFICE,SA24120002,04 December 2024,03 December 2026,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-557-848020 , en.dawly2016@gmail.com ,False,,,,,,,,,,,,,,,,,,False
ALENJAZ ALASRA,https://eemis.mglsd.go.ug/companies/AlenjazAlasra_31108374,"https://www.google.com/maps/dir/24.7482508,46.6803561/%D9%85%D9%83%D8%AA%D8%A8+%D8%A7%D9%84%D8%A5%D9%86%D8%AC%D8%A7%D8%B2+%D8%A7%D9%84%D8%A3%D8%B3%D8%B1%D8%B9+%D9%84%D9%84%D8%A5%D8%B3%D8%AA%D9%82%D8%AF%D8%A7%D9%85%E2%80%AD%E2%80%AD/@24.7479802,46.6822688,",+966-502-878787,"23 Jan, 2025 - 22 Jan, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_2277_1717924339.png,ALENJAZ ALASRA,SA25010012,23 January 2025,22 January 2027,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-502-878787 , alenjazalasra@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALESNAD ALMASI RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlesnadAlmasiRecruitmentOffice_22395744,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-550-002626,"03 Jan, 2024 - 03 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1932_1690364368.jpeg,ALESNAD ALMASI RECRUITMENT OFFICE,SA24010003,03 January 2024,03 January 2026,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-550-002626 , alesnadalmasi@hotmail.com ,True,,,,,,,,,,,,,,,,,,False
ALFAIAK MANPOWER SERVICES COMPANY,https://eemis.mglsd.go.ug/companies/ALFAIAKMANPOWERSERVICESCOMPANY_11016150,"Riyadh 12431, Saudi Arabia",+966-544-878378,"20 Feb, 2024 - 20 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1355_1646553239.jpeg,ALFAIAK MANPOWER SERVICES COMPANY,SA24020014,20 February 2024,20 February 2026,"(' P.O Box ', 'Saudi Arabia ')", +966-544-878378 , info@alfalakhr.com ,True,,,,,,,,,,,,,,,,,,False
ALFOOJ ALTHAHABI RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALFOOJALTHAHABIRECRUITMENTOFFICE_28671576,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-501-111699,"26 Apr, 2024 - 26 Apr, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2186_1702555059.jpeg,ALFOOJ ALTHAHABI RECRUITMENT OFFICE,SA24040011,26 April 2024,26 April 2026,"(' P.O Box ', 'Saudi Arabia ')", +966-501-111699 , alfoojksa@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALFOOJ ALTHAHABI RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALFOOJALTHAHABIRECRUITMENTOFFICE_28671576,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-501-111699,"26 Apr, 2024 - 26 Apr, 2026",,,,,,,,,False,,,,,,,,,,,,,,,,,,False
ALGOSSAIBI SERVICES COMPANY,https://eemis.mglsd.go.ug/companies/ALGOSSAIBISERVICESCOMPANY_18123864,"P.O Box 4131, Khobar highway, Industrial Area 1, Dammam, Kingdom of Saudi Arabia",+966-504-943462,"25 Jul, 2023 - 25 Jul, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1738_1686748705.png,ALGOSSAIBI SERVICES COMPANY,SA1045,25 July 2023,25 July 2025,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", +966-504-943462 , info.algosaibiservices@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALHAMED OFFICE,https://eemis.mglsd.go.ug/companies/Alhamedoffice_22256856,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-552-809080,"13 Feb, 2024 - 13 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1926_1667217742.jpg,ALHAMED OFFICE,SA24020009,13 February 2024,13 February 2026,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-552-809080 , alhamed.rec@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALI BIN ALI HOLDING WLL,https://eemis.mglsd.go.ug/companies/AliBinAliHoldingWLL_31657254,"Ali Bin Ali Tower, Airport Road, أم غويلينة، الدوحة، Qatar",+974-311-096363,"05 Aug, 2024 - 05 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/placeholder.jpg,ALI BIN ALI HOLDING WLL,QA24080004,05 August 2024,05 August 2026,"(' P.O Box ', 'Ad Dawhah, Qatar ')", +974-311-096363 , bob.mathews@alibinali.com ,True,,,,,,,,,,,,,,,,,,False
ALIRTIGA RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALIRTIGARecruitmentOffice_19203126,Taif,+966-566-111363,"18 May, 2023 - 18 May, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1789_1678283719.jpeg,ALIRTIGA RECRUITMENT OFFICE,SA1036,18 May 2023,18 May 2025,"(' P.O Box ', 'Makkah, Saudi Arabia ')", +966-566-111363 , alirtiqa@outlook.com ,True,,,,,,,,,,,,,,,,,,False
ALJSOOR RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALJSOORRECRUITMENTOFFICE_30510150,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-595-880219,"07 Jul, 2024 - 07 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2255_1715685035.jpg,ALJSOOR RECRUITMENT OFFICE,SA24070005,07 July 2024,07 July 2026,"(' P.O Box ', 'Saudi Arabia ')", +966-595-880219 , aljsoor.2015@hotmail.com ,True,,,,,,,,,,,,,,,,,,False
ALKA SECURITAS UGANDA LIMITED,https://eemis.mglsd.go.ug/companies/ALKASECURITASUGANDALIMITED_447174,SIR APOLLO KAGWA ROAD,+256-700-388608,"28 Feb, 2024 - 27 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_273_1704363145.jpg,ALKA SECURITAS UGANDA LIMITED,E24020018,28 February 2024,27 February 2026,"(' 10325 KAMPALA', 'Kampala, Uganda ')", +256-700-388608 , alkasecuritas@gmail.com ,True,HOUSEMAID,./jobs?id=6732,Saudi Arabia,"18 Feb, 2025 - 18 Feb, 2027","Deadline : 13 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6732,HOUSEMAID,ALKA SECURITAS UGANDA LIMITED,Saudi Arabia,"Feb 18, 2025 - Feb 18, 2027 ",SAR 900,Domestic Worker,gemat alekhtier recruitment agency and ALKA SECURITUS recruitment agency we work by under the rule for Saudi Arabia and Ugandan Government.,gemat alekhtier recruitment agency and ALKA SECURITUS recruitment agency we work by under the rule for Saudi Arabia and Ugandan Government.						,"28 February, 2024",+256-700-388608,False
ALKA SECURITAS UGANDA LIMITED,https://eemis.mglsd.go.ug/companies/ALKASECURITASUGANDALIMITED_447174,SIR APOLLO KAGWA ROAD,+256-700-388608,"28 Feb, 2024 - 27 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_273_1704363145.jpg,ALKA SECURITAS UGANDA LIMITED,E24020018,28 February 2024,27 February 2026,"(' 10325 KAMPALA', 'Kampala, Uganda ')", +256-700-388608 , alkasecuritas@gmail.com ,True,HOUSEMAID,./jobs?id=6732,Uganda,"Posted : 18 Feb, 2025","Deadline : 13 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6732,HOUSEMAID,ALKA SECURITAS UGANDA LIMITED,Saudi Arabia,"Feb 18, 2025 - Feb 18, 2027 ",SAR 900,Domestic Worker,gemat alekhtier recruitment agency and ALKA SECURITUS recruitment agency we work by under the rule for Saudi Arabia and Ugandan Government.,gemat alekhtier recruitment agency and ALKA SECURITUS recruitment agency we work by under the rule for Saudi Arabia and Ugandan Government.						,"28 February, 2024",+256-700-388608,False
ALKAREB LIMITED,https://eemis.mglsd.go.ug/companies/ALKAREBLIMITED_131424,"PLOT 2 KASALINA ESTATE, MENGO, KAMPALA",+256-782-707711,"12 Oct, 2023 - 11 Oct, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_148_1690531675.jpeg,ALKAREB LIMITED,E23100007,12 October 2023,11 October 2025,"(' P.O.BOX 124400, KAMPALA, UGANDA', 'Kampala, Uganda ')", +256-782-707711 , alkareblimited@gmail.com ,True,HOUSEMAIDS,./jobs?id=6654,Saudi Arabia,"24 Jan, 2025 - 24 Jan, 2027","Deadline : 22 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6654,HOUSEMAIDS,ALKAREB LIMITED,Saudi Arabia,"Jan 24, 2025 - Jan 24, 2027 ",SAR 900,Domestic Worker,"Housemaids work in the hospitality industry and are responsible for the cleaning and tidying of all areas within a set time limit, as well as delivering excellent customer service at all times. Housemaids often work shifts and can work full- or part-time, with overtime often being available. This job requires long periods of being on one’s feet and is physically demanding. Housemaids generally work in hotels or in residential homes;","Housemaids work in the hospitality industry and are responsible for the cleaning and tidying of all areas within a set time limit, as well as delivering excellent customer service at all times. Housemaids often work shifts and can work full- or part-time, with overtime often being available. This job requires long periods of being on one’s feet and is physically demanding. Housemaids generally work in hotels or in residential homes;","13 January, 2025",+256-782-707711,False
ALKAREB LIMITED,https://eemis.mglsd.go.ug/companies/ALKAREBLIMITED_131424,"PLOT 2 KASALINA ESTATE, MENGO, KAMPALA",+256-782-707711,"12 Oct, 2023 - 11 Oct, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_148_1690531675.jpeg,ALKAREB LIMITED,E23100007,12 October 2023,11 October 2025,"(' P.O.BOX 124400, KAMPALA, UGANDA', 'Kampala, Uganda ')", +256-782-707711 , alkareblimited@gmail.com ,True,HOUSEMAIDS,./jobs?id=6654,Uganda,"Posted : 24 Jan, 2025","Deadline : 22 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6654,HOUSEMAIDS,ALKAREB LIMITED,Saudi Arabia,"Jan 24, 2025 - Jan 24, 2027 ",SAR 900,Domestic Worker,"Housemaids work in the hospitality industry and are responsible for the cleaning and tidying of all areas within a set time limit, as well as delivering excellent customer service at all times. Housemaids often work shifts and can work full- or part-time, with overtime often being available. This job requires long periods of being on one’s feet and is physically demanding. Housemaids generally work in hotels or in residential homes;","Housemaids work in the hospitality industry and are responsible for the cleaning and tidying of all areas within a set time limit, as well as delivering excellent customer service at all times. Housemaids often work shifts and can work full- or part-time, with overtime often being available. This job requires long periods of being on one’s feet and is physically demanding. Housemaids generally work in hotels or in residential homes;","13 January, 2025",+256-782-707711,False
ALKHAD IMPACT AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/ALKHADIMPACTAGENCYLIMITED_10613400,"RUBAGA ROAD, KAKEEKA, RUBAGA DIVISION, KAMPALA",+256-701-395712,"18 Jul, 2024 - 17 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1330_1651055110.jpeg,ALKHAD IMPACT AGENCY LIMITED,E24070009,18 July 2024,17 July 2026,"(' 106262 KAMPALA', 'Kampala, Uganda ')", +256-701-395712 , alkhadimpact@gmail.com ,True,HOUSE MAID,./jobs?id=6592,Saudi Arabia,"16 Dec, 2024 - 16 Dec, 2026","Deadline : 10 Jan, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6592,HOUSE MAID,ALKHAD IMPACT AGENCY LIMITED,Saudi Arabia,"Dec 16, 2024 - Dec 16, 2026 ",SAR 900,Domestic Worker,HOUSEMAIDS NEEDED TO WORK IN SAUDI ARABIA,HOUSEMAIDS NEEDED TO WORK IN SAUDI ARABIA,"18 July, 2024",+256-701-395712,False
ALKHALEEJEA MANPOWER CO. SMC LIMITED,https://eemis.mglsd.go.ug/companies/ALKHALEEJEAMANPOWERCOSMCLIMITED_29783904,"RUBAGA ROAD, MENGO",+256-700-109890,"23 Sep, 2024 - 22 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2228_1720771598.jpg,ALKHALEEJEA MANPOWER CO. SMC LIMITED,E24090029,23 September 2024,22 September 2026,"(' P.O Box ', 'Kampala, Uganda ')", +256-700-109890 , alkhaleejeacosmc@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALKHEBRAT ALTAWEELAH RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/alkhebrataltaweelahRecruitmentOffice_18207384,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",00966-505623119,"02 Jun, 2024 - 02 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1742_1666181669.jpeg,ALKHEBRAT ALTAWEELAH RECRUITMENT OFFICE,SA24060001,02 June 2024,02 June 2026,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", 00966-505623119 , talalmbb2022@hotmail.com ,True,,,,,,,,,,,,,,,,,,False
ALKHUZAMA RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALKHUZAMARECRUITMENTOFFICE_28227366,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-543-001047,"12 May, 2024 - 12 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2169_1702889512.jpg,ALKHUZAMA RECRUITMENT OFFICE,SA24050005,12 May 2024,12 May 2026,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-543-001047 , Alkhuzam44@hotmail.com ,True,,,,,,,,,,,,,,,,,,False
ALMAHTTA RECRUITMENT AGENCY LTD,https://eemis.mglsd.go.ug/companies/ALMAHTTARECRUITMENTAGENCYLTD_10999896,105868 KAMPALA,+256-787-256547,"23 Aug, 2024 - 22 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1354_1653430442.jpeg,ALMAHTTA RECRUITMENT AGENCY LTD,E24080030,23 August 2024,22 August 2026,"(' P.O Box ', 'Kampala, Uganda ')", +256-787-256547 , almahtta22022@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALMALAK LASSY RECRUITMENT CONSULT LTD,https://eemis.mglsd.go.ug/companies/ALMALAKLASSYRECRUITMENTCONSULTLTD_4881624,"East African Road, Kyambogo, Kampala Uganda.",+256-782-986543,"11 Feb, 2025 - 10 Feb, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_902_1659631679.jpg,ALMALAK LASSY RECRUITMENT CONSULT LTD,E25020002,11 February 2025,10 February 2027,"(' P.O Box ', 'Kampala, Uganda ')", +256-782-986543 , jobs@almalakug.com ,True,,,,,,,,,,,,,,,,,,False
ALMALAK LASSY RECRUITMENT CONSULT LTD,https://eemis.mglsd.go.ug/companies/ALMALAKLASSYRECRUITMENTCONSULTLTD_4881624,"East African Road, Kyambogo, Kampala Uganda.",+256-782-986543,"23 Nov, 2022 - 28 Jan, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_902_1659631679.jpg,ALMALAK LASSY RECRUITMENT CONSULT LTD,E22110067,23 November 2022,28 January 2025,"(' P.O Box ', 'Kampala, Uganda ')", +256-782-986543 , jobs@almalakug.com ,False,,,,,,,,,,,,,,,,,,False
ALMARED AGENCY FOR RECRUITMENT AND CONSULTANCY LIMITED,https://eemis.mglsd.go.ug/companies/ALMAREDAGENCYFORRECRUITMENTANDCONSULTANCYLIMITED_282534,"KIBUGA BLOCK 25, LUBYA ZONE",+256-701-838773,"23 May, 2023 - 22 May, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_217_1612459962.jpg,ALMARED AGENCY FOR RECRUITMENT AND CONSULTANCY LIMITED,E23050030,23 May 2023,22 May 2025,"(' P.O BOX 2889,KAMPALA', 'Kampala, Uganda ')", +256-701-838773 , almareduganda@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALMAWARD ALBASHREH RECRUITMENT CO,https://eemis.mglsd.go.ug/companies/AlmawardAlbashrehRecruitmentCo_25412184,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-502-382883,"07 Sep, 2023 - 07 Sep, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2058_1691411678.jpeg,ALMAWARD ALBASHREH RECRUITMENT CO,SA23090003,07 September 2023,07 September 2025,"(' P.O Box ', 'Saudi Arabia ')", +966-502-382883 , Moh_omairy@yahoo.com ,True,,,,,,,,,,,,,,,,,,False
ALMERSAH RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALMERSAHRECRUITMENTOFFICE_9033174,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-135-999110,"23 Jan, 2024 - 23 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1227_1648998220.png,ALMERSAH RECRUITMENT OFFICE,SA24010016,23 January 2024,23 January 2026,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", +966-135-999110 , Info.ocean.2030@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALMETHALY RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlmethalyRecruitmentOffice_19721814,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-555-222108,"29 Nov, 2024 - 28 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1813_1705398705.jpg,ALMETHALY RECRUITMENT OFFICE,SA24110034,29 November 2024,28 November 2026,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-555-222108 , almethalyrecruiment@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALMETHAQ ALALEE RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALMETHAQALALEERECRUITMENTOFFICE_18459096,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-569-177866,"03 Jan, 2024 - 03 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1754_1685969556.jpeg,ALMETHAQ ALALEE RECRUITMENT OFFICE,SA24010004,03 January 2024,03 January 2026,"(' P.O Box ', 'Saudi Arabia ')", +966-569-177866 , ysherbib3@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALMOND INTERNATIONAL GROUP LTD,https://eemis.mglsd.go.ug/companies/ALMONDINTERNATIONALGROUPLTD_1033350,"PLOT 2051, MULIMIRA ZONE",+256-702-799323,"19 Jun, 2024 - 18 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_415_1712811797.jpg,ALMOND INTERNATIONAL GROUP LTD,E24060016,19 June 2024,18 June 2026,"(' P.O.BOX 103898 KAMPALA', 'Kampala, Uganda ')", +256-702-799323 , almondinternational90@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALMOWAD RECRUITMEN OFFICE,https://eemis.mglsd.go.ug/companies/AlmowadRecruitmenOffice_7593750,https://goo.gl/maps/Pyq6FruLytSyQ2tL8,+966-570-777710,"07 Sep, 2023 - 07 Sep, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1125_1642520986.jpg,ALMOWAD RECRUITMEN OFFICE,SA23090005,07 September 2023,07 September 2025,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-570-777710 , almowad2017@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALMUHIT ALATLASI RECRUIMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALMUHITALATLASIRECRUIMENTOFFICE_28802886,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-536-844478,"06 Jan, 2025 - 05 Jan, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_2191_1724244880.jpeg,ALMUHIT ALATLASI RECRUIMENT OFFICE,SA25010003,06 January 2025,05 January 2027,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-536-844478 , saud56900@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALMUMTAZ RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlmumtazRecruitmentOffice_20981400,Riyadh - King Fahad district,+966-556-777315,"18 Jul, 2023 - 18 Jul, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1870_1667994439.jpg,ALMUMTAZ RECRUITMENT OFFICE,SA679,18 July 2023,18 July 2025,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-556-777315 , almumtazoffice@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALMUSTASHAR RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALMUSTASHARRECRUITMENTOFFICE_24945126,JEDDAH,+966-533-893583,"14 Aug, 2023 - 30 Jul, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2039_1690188776.jpg,ALMUSTASHAR RECRUITMENT OFFICE,SA1050,14 August 2023,30 July 2025,"(' P.O Box ', 'Makkah, Saudi Arabia ')", +966-533-893583 , xmxz0@hotmail.com ,True,,,,,,,,,,,,,,,,,,False
ALMUTAHIDAH RESOURCES COMPANY,https://eemis.mglsd.go.ug/companies/ALMUTAHIDAHRESOURCESCOMPANY_8101464,"ALMORABA , DHABAB STREET",+966-582-444230,"24 Jan, 2023 - 24 Jan, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1162_1642584392.jpg,ALMUTAHIDAH RESOURCES COMPANY,SA011,24 January 2023,24 January 2025,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-582-444230 , M.OMAR@ALMUTAHIDAH.COM ,False,,,,,,,,,,,,,,,,,,False
