company_name,company_link,company_location_companiespage,company_phone,company_calendar,logo_link,company_name_copg,Licence No :,Start Date :,Expiry Date :,Address :,Phone :,Email :
TIRAJO EMPLOYMENT AGENCIES LTD,https://eemis.mglsd.go.ug/companies/TIRAJOEMPLOYMENTAGENCIESLTD_5400,Plot 4581 Ntinda Bukoto Road,+256-775-893206,"15 Apr, 2024 - 14 Apr, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_30_1569838888.png,TIRAJO EMPLOYMENT AGENCIES LTD,E24040007,15 April 2024,14 April 2026,"(' P.O.BOX 14208,KAMPALA UGANDA', 'Mbarara, Uganda ')", +256-775-893206 , tirajoagency@gmail.com 
CELLA INVESTMENTS LIMITED,https://eemis.mglsd.go.ug/companies/CELLAINVESTMENTSLIMITED_4704,"PLOT  10, SUNA II RD",+256-704-907500,"23 Aug, 2024 - 22 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_28_1721214055.jpg,CELLA INVESTMENTS LIMITED,E24080040,23 August 2024,22 August 2026,"(' P.O Box 111196', 'Kampala, Uganda ')", +256-704-907500 , cellainvestmentsltd@gmail.com 
SERVEU INTERNATIONAL RECRUITING AGENCY,https://eemis.mglsd.go.ug/companies/SERVEUINTERNATIONALRECRUITINGAGENCY_4056,WANDEGEYA,+256-757-052339,"18 Dec, 2024 - 17 Dec, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_26_1673437570.jpg,SERVEU INTERNATIONAL RECRUITING AGENCY,E24120019,18 December 2024,17 December 2026,"(' 31340 KAMPALA UGANDA', 'Kampala, Uganda ')", +256-757-052339 , serveuinternational80@gmail.com 
ISAB INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/ISABINTERNATIONALLIMITED_3750,"10363,KAMPALA UGANDA",+256-704-826665,"16 Aug, 2024 - 15 Aug, 2026",,,,,,,,
AMIYAL SEFER LIMITED,https://eemis.mglsd.go.ug/companies/AMIYALSEFERLIMITED_3174,"P.O.Box 153968 KAMPALA,GPO UGANDA CENTRAL KAMPALA",+256-200-906963,"25 Nov, 2024 - 24 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_23_1581164757.jpg,AMIYAL SEFER LIMITED,E24110032,25 November 2024,24 November 2026,"(' P.O.Box 153968', 'Kampala, Uganda ')", +256-200-906963 , amiyalsefer.ltd@gmail.com 
MALISU APOLLO INVESTMENTS LTD,https://eemis.mglsd.go.ug/companies/MALISUAPOLLOINVESTMENTSLTD_2166,NAKAWA-MTAC,+256-773-001186,"14 Mar, 2024 - 13 Mar, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_19_1567761956.jpg,MALISU APOLLO INVESTMENTS LTD,E24030008,14 March 2024,13 March 2026,"(' P.O BOX 86, KAMPALA', 'Kampala, Uganda ')", +256-773-001186 , malisuapolloinvestmentsltd@gmail.com 
PRIME LINKAGES LIMITED,https://eemis.mglsd.go.ug/companies/PRIMELINKAGESLIMITED_1536,"Dr, Kyaligonza lane",+256-754-041079,"16 May, 2025 - 15 May, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_16_1600418483.png,PRIME LINKAGES LIMITED,E25050017,16 May 2025,15 May 2027,"(' 1104, Ssekati Zone,Mpererwe, Kawempe Division', 'Kampala, Uganda ')", +256-754-041079 , primelinkages@gmail.com 
HAM PROPERTY SERVICES AND MANAGEMENT LTD,https://eemis.mglsd.go.ug/companies/HAMPROPERTYSERVICESANDMANAGEMENTLTD_1176,"Plot 12, Coronation Road, Old Kampala",+256-414-252490,"12 May, 2025 - 11 May, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_14_1669450060.jpeg,HAM PROPERTY SERVICES AND MANAGEMENT LTD,E25050007,12 May 2025,11 May 2027,"(' P.O BOX 35199, KAMPALA', 'Kampala, Uganda ')", +256-414-252490 , ham.p.services@hotmail.com 
RAAMA AFRICA,https://eemis.mglsd.go.ug/companies/RAAMAAFRICA_1014,KAWEMPE MAGANJO OPPOSITE TOTAL MAGANJO PETROL STATION,+256-200-923425,"02 Sep, 2024 - 01 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_13_1655816303.png,RAAMA AFRICA,E24090007,02 September 2024,01 September 2026,"(' P.O BOX 35227, KAMPALA', 'Kampala, Uganda ')", +256-200-923425 , raama.africano2016@gmail.com 
TRUSTIN COMPANY LIMITED,https://eemis.mglsd.go.ug/companies/TRUSTINCOMPANYLIMITED_864,"28922, MIRRAGE PLAZA, OLD PORTBELL ROAD",+256-776-027292,"06 Mar, 2025 - 05 Mar, 2027",https://eemis.mglsd.go.ug/assets/images/brands/logo_12158462593659.png,TRUSTIN COMPANY LIMITED,E25030003,06 March 2025,05 March 2027,"(' P.O BOX 28922, KAMPALA', 'Kampala, Uganda ')", +256-776-027292 , adekeesther@gmail.com 
GOLDEN ARM LIMITED,https://eemis.mglsd.go.ug/companies/GOLDENARMLIMITED_600,"KIGGUNDU ZONE,OFF GABBA ROAD, KANSANGA,BEHIND MAYBACH CAR BOND",+256-752-238439,"18 Nov, 2024 - 17 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_10_1660917828.gif,GOLDEN ARM LIMITED,E24110025,18 November 2024,17 November 2026,"(' 131720,  KAMPALA- UGANDA', 'Kampala, Uganda ')", +256-752-238439 , goldenarmltd@gmail.com 
TEMPCRO INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/TEMPCROINTERNATIONALLIMITED_384,"KISASI, KISOTA ROAD",+256-775-911091,"25 Mar, 2025 - 24 Mar, 2027",https://eemis.mglsd.go.ug/assets/images/brands/logo_8161117594255.jpg,TEMPCRO INTERNATIONAL LIMITED,E25030013,25 March 2025,24 March 2027,"(' P.O BOX 71664', 'Kampala, Uganda ')", +256-775-911091 , tempcro@tempcro.com 
ESSENTIAL COMMUNICATIONS LIMITED,https://eemis.mglsd.go.ug/companies/ESSENTIALCOMMUNICATIONSLIMITED_294,NTINDA,+256-752-755846,"28 Feb, 2024 - 27 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/logo_7156414440354.jpg,ESSENTIAL COMMUNICATIONS LIMITED,E24020019,28 February 2024,27 February 2026,"(' P.O Box 101199', 'Kampala, Uganda ')", +256-752-755846 , arutwaza@gmail.com 
MARIBA AGENCIES LIMITED,https://eemis.mglsd.go.ug/companies/MARIBAAGENCIESLIMITED_216,"MUYENGA BUKASA ROAD, MATOVU CLOSE",+256-701-413019,"29 Apr, 2024 - 28 Apr, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_6_1573484677.png,MARIBA AGENCIES LIMITED,E24040021,29 April 2024,28 April 2026,"(' P.O Box 12294', 'Kampala, Uganda ')", +256-701-413019 , maribaagencies@gmail.com 
EMPOWERAGE INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/EMPOWERAGEINTERNATIONALLIMITED_150,"KULAMBIRO LINK, BULABIRA",+256-772-838651,"16 May, 2025 - 15 May, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_5_1584094186.png,EMPOWERAGE INTERNATIONAL LIMITED,E25050016,16 May 2025,15 May 2027,"(' 24962, KAMPALA', 'Kampala, Uganda ')", +256-772-838651 , empowerageinternationallimited@gmail.com 
HOREB SERVICES UGANDA LIMITED,https://eemis.mglsd.go.ug/companies/HOREBSERVICESUGANDALIMITED_96,Wankulukuku,+256-772-332939,"15 Apr, 2024 - 14 Apr, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_4_1637645108.jpg,HOREB SERVICES UGANDA LIMITED,E24040009,15 April 2024,14 April 2026,"(' P.O Box 35828', 'Kampala, Uganda ')", +256-772-332939 , ezrahgm@gmail.com 
KHM INTERNATIONAL CONSULTANTS LIMITED,https://eemis.mglsd.go.ug/companies/KHMINTERNATIONALCONSULTANTSLIMITED_24,"KIBUGA BLOCK, OFF BALINTUNA NABULAGALA ROAD",+256-752-000777,"22 Mar, 2024 - 21 Mar, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2_1705916152.jpg,KHM INTERNATIONAL CONSULTANTS LIMITED,E24030010,22 March 2024,21 March 2026,"(' 72943, KAMPALA-UGANDA', 'Kampala, Uganda ')", +256-752-000777 , info.khmint@gmail.com 
