company_name,company_link,company_location_companiespage,company_phone,company_calendar,logo_link,company_name_copg,Licence No :,Start Date :,Expiry Date :,Address :,Phone :,Email :,active_company
ALENGAZ ALDAWLI RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlengazAldawliRecruitmentOffice_32461656,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-557-848020,"04 Dec, 2024 - 03 Dec, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2326_1728400026.jpg,ALENGAZ ALDAWLI RECRUITMENT OFFICE,SA24120002,04 December 2024,03 December 2026,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-557-848020 , en.dawly2016@gmail.com ,True
ALENGAZ ALDAWLI RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlengazAldawliRecruitmentOffice_32461656,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-557-848020,"Dec 04, 2024 - Dec 03, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2326_1728400026.jpg,ALENGAZ ALDAWLI RECRUITMENT OFFICE,SA24120002,04 December 2024,03 December 2026,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-557-848020 , en.dawly2016@gmail.com ,False
ALENJAZ ALASRA,https://eemis.mglsd.go.ug/companies/AlenjazAlasra_31108374,"https://www.google.com/maps/dir/24.7482508,46.6803561/%D9%85%D9%83%D8%AA%D8%A8+%D8%A7%D9%84%D8%A5%D9%86%D8%AC%D8%A7%D8%B2+%D8%A7%D9%84%D8%A3%D8%B3%D8%B1%D8%B9+%D9%84%D9%84%D8%A5%D8%B3%D8%AA%D9%82%D8%AF%D8%A7%D9%85%E2%80%AD%E2%80%AD/@24.7479802,46.6822688,",+966-502-878787,"23 Jan, 2025 - 22 Jan, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_2277_1717924339.png,ALENJAZ ALASRA,SA25010012,23 January 2025,22 January 2027,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-502-878787 , alenjazalasra@gmail.com ,True
ALESNAD ALMASI RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlesnadAlmasiRecruitmentOffice_22395744,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-550-002626,"03 Jan, 2024 - 03 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1932_1690364368.jpeg,ALESNAD ALMASI RECRUITMENT OFFICE,SA24010003,03 January 2024,03 January 2026,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-550-002626 , alesnadalmasi@hotmail.com ,True
ALFAIAK MANPOWER SERVICES COMPANY,https://eemis.mglsd.go.ug/companies/ALFAIAKMANPOWERSERVICESCOMPANY_11016150,"Riyadh 12431, Saudi Arabia",+966-544-878378,"20 Feb, 2024 - 20 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1355_1646553239.jpeg,ALFAIAK MANPOWER SERVICES COMPANY,SA24020014,20 February 2024,20 February 2026,"(' P.O Box ', 'Saudi Arabia ')", +966-544-878378 , info@alfalakhr.com ,True
ALFOOJ ALTHAHABI RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALFOOJALTHAHABIRECRUITMENTOFFICE_28671576,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-501-111699,"26 Apr, 2024 - 26 Apr, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2186_1702555059.jpeg,ALFOOJ ALTHAHABI RECRUITMENT OFFICE,SA24040011,26 April 2024,26 April 2026,"(' P.O Box ', 'Saudi Arabia ')", +966-501-111699 , alfoojksa@gmail.com ,True
ALFOOJ ALTHAHABI RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALFOOJALTHAHABIRECRUITMENTOFFICE_28671576,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-501-111699,"26 Apr, 2024 - 26 Apr, 2026",,,,,,,,,False
ALGOSSAIBI SERVICES COMPANY,https://eemis.mglsd.go.ug/companies/ALGOSSAIBISERVICESCOMPANY_18123864,"P.O Box 4131, Khobar highway, Industrial Area 1, Dammam, Kingdom of Saudi Arabia",+966-504-943462,"25 Jul, 2023 - 25 Jul, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1738_1686748705.png,ALGOSSAIBI SERVICES COMPANY,SA1045,25 July 2023,25 July 2025,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", +966-504-943462 , info.algosaibiservices@gmail.com ,True
ALHAMED OFFICE,https://eemis.mglsd.go.ug/companies/Alhamedoffice_22256856,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-552-809080,"13 Feb, 2024 - 13 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1926_1667217742.jpg,ALHAMED OFFICE,SA24020009,13 February 2024,13 February 2026,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-552-809080 , alhamed.rec@gmail.com ,True
ALI BIN ALI HOLDING WLL,https://eemis.mglsd.go.ug/companies/AliBinAliHoldingWLL_31657254,"Ali Bin Ali Tower, Airport Road, أم غويلينة، الدوحة، Qatar",+974-311-096363,"05 Aug, 2024 - 05 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/placeholder.jpg,ALI BIN ALI HOLDING WLL,QA24080004,05 August 2024,05 August 2026,"(' P.O Box ', 'Ad Dawhah, Qatar ')", +974-311-096363 , bob.mathews@alibinali.com ,True
ALIRTIGA RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALIRTIGARecruitmentOffice_19203126,Taif,+966-566-111363,"18 May, 2023 - 18 May, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1789_1678283719.jpeg,ALIRTIGA RECRUITMENT OFFICE,SA1036,18 May 2023,18 May 2025,"(' P.O Box ', 'Makkah, Saudi Arabia ')", +966-566-111363 , alirtiqa@outlook.com ,True
ALJSOOR RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALJSOORRECRUITMENTOFFICE_30510150,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-595-880219,"07 Jul, 2024 - 07 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2255_1715685035.jpg,ALJSOOR RECRUITMENT OFFICE,SA24070005,07 July 2024,07 July 2026,"(' P.O Box ', 'Saudi Arabia ')", +966-595-880219 , aljsoor.2015@hotmail.com ,True
ALKA SECURITAS UGANDA LIMITED,https://eemis.mglsd.go.ug/companies/ALKASECURITASUGANDALIMITED_447174,SIR APOLLO KAGWA ROAD,+256-700-388608,"28 Feb, 2024 - 27 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_273_1704363145.jpg,ALKA SECURITAS UGANDA LIMITED,E24020018,28 February 2024,27 February 2026,"(' 10325 KAMPALA', 'Kampala, Uganda ')", +256-700-388608 , alkasecuritas@gmail.com ,True
ALKAREB LIMITED,https://eemis.mglsd.go.ug/companies/ALKAREBLIMITED_131424,"PLOT 2 KASALINA ESTATE, MENGO, KAMPALA",+256-782-707711,"12 Oct, 2023 - 11 Oct, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_148_1690531675.jpeg,ALKAREB LIMITED,E23100007,12 October 2023,11 October 2025,"(' P.O.BOX 124400, KAMPALA, UGANDA', 'Kampala, Uganda ')", +256-782-707711 , alkareblimited@gmail.com ,True
ALKHAD IMPACT AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/ALKHADIMPACTAGENCYLIMITED_10613400,"RUBAGA ROAD, KAKEEKA, RUBAGA DIVISION, KAMPALA",+256-701-395712,"18 Jul, 2024 - 17 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1330_1651055110.jpeg,ALKHAD IMPACT AGENCY LIMITED,E24070009,18 July 2024,17 July 2026,"(' 106262 KAMPALA', 'Kampala, Uganda ')", +256-701-395712 , alkhadimpact@gmail.com ,True
ALKHALEEJEA MANPOWER CO. SMC LIMITED,https://eemis.mglsd.go.ug/companies/ALKHALEEJEAMANPOWERCOSMCLIMITED_29783904,"RUBAGA ROAD, MENGO",+256-700-109890,"23 Sep, 2024 - 22 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2228_1720771598.jpg,ALKHALEEJEA MANPOWER CO. SMC LIMITED,E24090029,23 September 2024,22 September 2026,"(' P.O Box ', 'Kampala, Uganda ')", +256-700-109890 , alkhaleejeacosmc@gmail.com ,True
ALKHEBRAT ALTAWEELAH RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/alkhebrataltaweelahRecruitmentOffice_18207384,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",00966-505623119,"02 Jun, 2024 - 02 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1742_1666181669.jpeg,ALKHEBRAT ALTAWEELAH RECRUITMENT OFFICE,SA24060001,02 June 2024,02 June 2026,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", 00966-505623119 , talalmbb2022@hotmail.com ,True
ALKHUZAMA RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALKHUZAMARECRUITMENTOFFICE_28227366,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-543-001047,"12 May, 2024 - 12 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2169_1702889512.jpg,ALKHUZAMA RECRUITMENT OFFICE,SA24050005,12 May 2024,12 May 2026,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-543-001047 , Alkhuzam44@hotmail.com ,True
ALMAHTTA RECRUITMENT AGENCY LTD,https://eemis.mglsd.go.ug/companies/ALMAHTTARECRUITMENTAGENCYLTD_10999896,105868 KAMPALA,+256-787-256547,"23 Aug, 2024 - 22 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1354_1653430442.jpeg,ALMAHTTA RECRUITMENT AGENCY LTD,E24080030,23 August 2024,22 August 2026,"(' P.O Box ', 'Kampala, Uganda ')", +256-787-256547 , almahtta22022@gmail.com ,True
ALMALAK LASSY RECRUITMENT CONSULT LTD,https://eemis.mglsd.go.ug/companies/ALMALAKLASSYRECRUITMENTCONSULTLTD_4881624,"East African Road, Kyambogo, Kampala Uganda.",+256-782-986543,"11 Feb, 2025 - 10 Feb, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_902_1659631679.jpg,ALMALAK LASSY RECRUITMENT CONSULT LTD,E25020002,11 February 2025,10 February 2027,"(' P.O Box ', 'Kampala, Uganda ')", +256-782-986543 , jobs@almalakug.com ,True
ALMALAK LASSY RECRUITMENT CONSULT LTD,https://eemis.mglsd.go.ug/companies/ALMALAKLASSYRECRUITMENTCONSULTLTD_4881624,"East African Road, Kyambogo, Kampala Uganda.",+256-782-986543,"23 Nov, 2022 - 28 Jan, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_902_1659631679.jpg,ALMALAK LASSY RECRUITMENT CONSULT LTD,E22110067,23 November 2022,28 January 2025,"(' P.O Box ', 'Kampala, Uganda ')", +256-782-986543 , jobs@almalakug.com ,False
ALMARED AGENCY FOR RECRUITMENT AND CONSULTANCY LIMITED,https://eemis.mglsd.go.ug/companies/ALMAREDAGENCYFORRECRUITMENTANDCONSULTANCYLIMITED_282534,"KIBUGA BLOCK 25, LUBYA ZONE",+256-701-838773,"23 May, 2023 - 22 May, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_217_1612459962.jpg,ALMARED AGENCY FOR RECRUITMENT AND CONSULTANCY LIMITED,E23050030,23 May 2023,22 May 2025,"(' P.O BOX 2889,KAMPALA', 'Kampala, Uganda ')", +256-701-838773 , almareduganda@gmail.com ,True
ALMAWARD ALBASHREH RECRUITMENT CO,https://eemis.mglsd.go.ug/companies/AlmawardAlbashrehRecruitmentCo_25412184,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-502-382883,"07 Sep, 2023 - 07 Sep, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2058_1691411678.jpeg,ALMAWARD ALBASHREH RECRUITMENT CO,SA23090003,07 September 2023,07 September 2025,"(' P.O Box ', 'Saudi Arabia ')", +966-502-382883 , Moh_omairy@yahoo.com ,True
ALMERSAH RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALMERSAHRECRUITMENTOFFICE_9033174,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-135-999110,"23 Jan, 2024 - 23 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1227_1648998220.png,ALMERSAH RECRUITMENT OFFICE,SA24010016,23 January 2024,23 January 2026,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", +966-135-999110 , Info.ocean.2030@gmail.com ,True
ALMETHALY RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlmethalyRecruitmentOffice_19721814,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-555-222108,"29 Nov, 2024 - 28 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1813_1705398705.jpg,ALMETHALY RECRUITMENT OFFICE,SA24110034,29 November 2024,28 November 2026,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-555-222108 , almethalyrecruiment@gmail.com ,True
ALMETHAQ ALALEE RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALMETHAQALALEERECRUITMENTOFFICE_18459096,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-569-177866,"03 Jan, 2024 - 03 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1754_1685969556.jpeg,ALMETHAQ ALALEE RECRUITMENT OFFICE,SA24010004,03 January 2024,03 January 2026,"(' P.O Box ', 'Saudi Arabia ')", +966-569-177866 , ysherbib3@gmail.com ,True
ALMOND INTERNATIONAL GROUP LTD,https://eemis.mglsd.go.ug/companies/ALMONDINTERNATIONALGROUPLTD_1033350,"PLOT 2051, MULIMIRA ZONE",+256-702-799323,"19 Jun, 2024 - 18 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_415_1712811797.jpg,ALMOND INTERNATIONAL GROUP LTD,E24060016,19 June 2024,18 June 2026,"(' P.O.BOX 103898 KAMPALA', 'Kampala, Uganda ')", +256-702-799323 , almondinternational90@gmail.com ,True
ALMOWAD RECRUITMEN OFFICE,https://eemis.mglsd.go.ug/companies/AlmowadRecruitmenOffice_7593750,https://goo.gl/maps/Pyq6FruLytSyQ2tL8,+966-570-777710,"07 Sep, 2023 - 07 Sep, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1125_1642520986.jpg,ALMOWAD RECRUITMEN OFFICE,SA23090005,07 September 2023,07 September 2025,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-570-777710 , almowad2017@gmail.com ,True
ALMUHIT ALATLASI RECRUIMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALMUHITALATLASIRECRUIMENTOFFICE_28802886,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-536-844478,"06 Jan, 2025 - 05 Jan, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_2191_1724244880.jpeg,ALMUHIT ALATLASI RECRUIMENT OFFICE,SA25010003,06 January 2025,05 January 2027,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-536-844478 , saud56900@gmail.com ,True
ALMUMTAZ RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlmumtazRecruitmentOffice_20981400,Riyadh - King Fahad district,+966-556-777315,"18 Jul, 2023 - 18 Jul, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1870_1667994439.jpg,ALMUMTAZ RECRUITMENT OFFICE,SA679,18 July 2023,18 July 2025,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-556-777315 , almumtazoffice@gmail.com ,True
ALMUSTASHAR RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALMUSTASHARRECRUITMENTOFFICE_24945126,JEDDAH,+966-533-893583,"14 Aug, 2023 - 30 Jul, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2039_1690188776.jpg,ALMUSTASHAR RECRUITMENT OFFICE,SA1050,14 August 2023,30 July 2025,"(' P.O Box ', 'Makkah, Saudi Arabia ')", +966-533-893583 , xmxz0@hotmail.com ,True
ALMUTAHIDAH RESOURCES COMPANY,https://eemis.mglsd.go.ug/companies/ALMUTAHIDAHRESOURCESCOMPANY_8101464,"ALMORABA , DHABAB STREET",+966-582-444230,"24 Jan, 2023 - 24 Jan, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1162_1642584392.jpg,ALMUTAHIDAH RESOURCES COMPANY,SA011,24 January 2023,24 January 2025,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-582-444230 , M.OMAR@ALMUTAHIDAH.COM ,False
ALMUTAKSAS ALHADITH  RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlmutaksasAlhadithRecruitmentOffice_22141446,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-536-004095,"03 Dec, 2023 - 03 Dec, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1921_1694442401.jpg,ALMUTAKSAS ALHADITH  RECRUITMENT OFFICE,SA23120001,03 December 2023,03 December 2025,"(' P.O Box ', 'Makkah, Saudi Arabia ')", +966-536-004095 , infomsr2017@gmail.com ,True
ALNADER WORLD RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlnaderWorldRecruitmentOffice_30456054,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-559-277211,"23 Oct, 2024 - 23 Oct, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2253_1724751933.jpg,ALNADER WORLD RECRUITMENT OFFICE,SA24100014,23 October 2024,23 October 2026,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-559-277211 , mktbalnadr360@gmail.com ,True
ALOMAM RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALOMAMRECRUITMENTOFFICE_19095936,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-505-204443,"22 Jul, 2024 - 22 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1784_1676223529.jpg,ALOMAM RECRUITMENT OFFICE,SA24070015,22 July 2024,22 July 2026,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-505-204443 , omamrecruitment@hotmail.com ,True
ALRAHMAH RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALRAHMAHRECRUITMENTOFFICE_28645350,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-500-011360,"23 Jul, 2024 - 23 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2185_1702498434.jpeg,ALRAHMAH RECRUITMENT OFFICE,SA24070016,23 July 2024,23 July 2026,"(' P.O Box ', 'Najran, Saudi Arabia ')", +966-500-011360 , alrhmah07@gmail.com ,True
ALRAKAEZ ALBASHARE RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AlrakaezAlbashareRecruitmentOffice_25288854,"https://www.google.com/maps/place/26%C2%B003'52.9%22N+43%C2%B058'26.3%22E/@26.064703,43.9717684,17z/data=!3m1!4b1!4m4!3m3!8m2!3d26.064703!4d43.9739571?hl=en&entry=ttu",+966-504-359005,"31 Jul, 2023 - 31 Jul, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2053_1690103318.jpeg,ALRAKAEZ ALBASHARE RECRUITMENT OFFICE,SA1048,31 July 2023,31 July 2025,"(' P.O Box ', 'Al-Qassim, Saudi Arabia ')", +966-504-359005 , alrakaezalbashare@gmail.com ,True
ALROKN ALDAWLI RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALROKNALDAWLIRECRUITMENTOFFICE_19375254,Jeddah,+966-555-726224,"14 Aug, 2023 - 12 Feb, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1797_1671092968.jpg,ALROKN ALDAWLI RECRUITMENT OFFICE,SA1053,14 August 2023,12 February 2025,"(' P.O Box ', 'Makkah, Saudi Arabia ')", +966-555-726224 , Elrokn1441@gmail.com ,False
ALRUWWAD COMPANY LIMITED,https://eemis.mglsd.go.ug/companies/ALRUWWADCOMPANYLIMITED_558150,"Mukalazi Road, Off Kampala International School, Bukoto",+256-756-559212,"02 Oct, 2023 - 01 Oct, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_305_1618471508.jpg,ALRUWWAD COMPANY LIMITED,E23100004,02 October 2023,01 October 2025,"(' KAMPALA  UGANDA', 'Kampala, Uganda ')", +256-756-559212 , alruwwadcolimited1@gmail.com ,True
ALSAAY FOR RECRUITMENT,https://eemis.mglsd.go.ug/companies/alsaayforrecruitment_29331126,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-550-008274,"21 Aug, 2024 - 20 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2211_1706985480.jpeg,ALSAAY FOR RECRUITMENT,SA24080026,21 August 2024,20 August 2026,"(' P.O Box ', ""'Asir, Saudi Arabia "")", +966-550-008274 , alsayoffice@gmail.com ,True
ALSAHEM ALMODEA RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALSAHEMALMODEARECRUITMENTOFFICE_24969600,MADIINAH,+966-599-070054,"05 Sep, 2023 - 05 Sep, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2040_1689153047.jpg,ALSAHEM ALMODEA RECRUITMENT OFFICE,SA23090002,05 September 2023,05 September 2025,"(' P.O Box ', 'Al Madinah, Saudi Arabia ')", +966-599-070054 , alsahemalmodea@gmail.com ,True
ALSALAM LOGISTICS & CONSULTANCY LIMITED,https://eemis.mglsd.go.ug/companies/ALSALAMLOGISTICSCONSULTANCYLIMITED_77976,"PLOT 023,DR SEMBEGUYA ROAD, KAWEMPE",+256-414-660825,"26 Feb, 2023 - 25 Feb, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_114_1594808285.jpg,ALSALAM LOGISTICS & CONSULTANCY LIMITED,E23020016,26 February 2023,25 February 2025,"(' P.O Box 8817', 'Kampala, Uganda ')", +256-414-660825 , alsalamconsultancy14@gmail.com ,False
ALSALAM LOGISTICS & CONSULTANCY LIMITED,https://eemis.mglsd.go.ug/companies/ALSALAMLOGISTICSCONSULTANCYLIMITED_77976,"PLOT 023,DR SEMBEGUYA ROAD, KAWEMPE",+256-786-421148,"25 Mar, 2025 - 24 Mar, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_114_1594808285.jpg,ALSALAM LOGISTICS & CONSULTANCY LIMITED,E25030012,25 March 2025,24 March 2027,"(' P.O Box 142149', 'Kampala, Uganda ')", +256-786-421148 , alsalamconsultancy14@gmail.com ,True
ALSALAM LOGISTICS & CONSULTANCY LIMITED,https://eemis.mglsd.go.ug/companies/ALSALAMLOGISTICSCONSULTANCYLIMITED_77976,"PLOT 023,DR SEMBEGUYA ROAD, KAWEMPE",+256-786-421148,"26 Feb, 2023 - 25 Feb, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_114_1594808285.jpg,ALSALAM LOGISTICS & CONSULTANCY LIMITED,E23020016,26 February 2023,25 February 2025,"(' P.O Box 142149', 'Kampala, Uganda ')", +256-786-421148 , alsalamconsultancy14@gmail.com ,False
ALSALAM LOGISTICS & CONSULTANCY LIMITED,https://eemis.mglsd.go.ug/companies/ALSALAMLOGISTICSCONSULTANCYLIMITED_77976,"PLOT 023,DR SEMBEGUYA ROAD, KAWEMPE",+256-786-421148,"26 Feb, 2023 - 25 Mar, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_114_1594808285.jpg,ALSALAM LOGISTICS & CONSULTANCY LIMITED,E23020016,26 February 2023,25 March 2025,"(' P.O Box 142149', 'Kampala, Uganda ')", +256-786-421148 , alsalamconsultancy14@gmail.com ,False
ALTAMAYOZ ALSAREA RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALTAMAYOZALSAREARECRUITMENTOFFICE_27068256,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-508-080988,"17 Jan, 2024 - 17 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2124_1703709501.png,ALTAMAYOZ ALSAREA RECRUITMENT OFFICE,SA24010014,17 January 2024,17 January 2026,"(' P.O Box ', 'Saudi Arabia ')", +966-508-080988 , altamayoz.alsarea@gmail.com ,True
ALTAMEL ALKHAS RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AltamelAlkhasRecruitmentOffice_28123350,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-539-666996,"03 Jan, 2024 - 03 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2165_1701513597.jpg,ALTAMEL ALKHAS RECRUITMENT OFFICE,SA24010001,03 January 2024,03 January 2026,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-539-666996 , alkhas1111@gmail.com ,True
ALUMA RECRUITMENT LTD,https://eemis.mglsd.go.ug/companies/ALUMARECRUITMENTLTD_756150,RUBAGA DIVISION BLOCK 1.PLOT 650 KAMPALA,+256-700-724854,"13 Sep, 2024 - 12 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_355_1655467995.jpg,ALUMA RECRUITMENT LTD,E24090019,13 September 2024,12 September 2026,"(' po box 23930', 'Kampala, Uganda ')", +256-700-724854 , aluma256@gmail.com ,True
ALWALEED INVESTMENT  LIMITED,https://eemis.mglsd.go.ug/companies/ALWALEEDINVESTMENTLIMITED_602934,"JJUNJU ROAD , PLOT 617 BUSEGA",+256-414-672464,"06 Jul, 2023 - 05 Jul, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_317_1619429998.jpg,ALWALEED INVESTMENT  LIMITED,E23070004,06 July 2023,05 July 2025,"(' P. O Box 900 Kampala ,Uganda', 'Kampala, Uganda ')", +256-414-672464 , uga.seventh@gmail.com ,True
ALWAN AL-TAIF CENTER FOR CHILDREN'S HOSPITALITY,https://eemis.mglsd.go.ug/companies/AlwanAl-TaifCenterforChildrensHospitality_22442136,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-920-013645,"18 Nov, 2024 - 18 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1934_1667735403.png,ALWAN AL-TAIF CENTER FOR CHILDREN'S HOSPITALITY,SA24110011,18 November 2024,18 November 2026,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", +966-920-013645 , bacem240@gmail.com ,True
ALWASEET OUTSTANDING RECRUITMENTS OFFICE,https://eemis.mglsd.go.ug/companies/ALWASEETOUTSTANDINGRECRUITMENTSOFFICE_22003350,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-505-921334,"12 May, 2024 - 12 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1915_1669524486.png,ALWASEET OUTSTANDING RECRUITMENTS OFFICE,SA24050007,12 May 2024,12 May 2026,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", +966-505-921334 , aahz1440@gmail.com ,True
ALYADI ALMOTADAWRAH RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALYADIALMOTADAWRAHRECRUITMENTOFFICE_28908150,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-540-942129,"21 May, 2024 - 21 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2195_1707327609.jpeg,ALYADI ALMOTADAWRAH RECRUITMENT OFFICE,SA24050014,21 May 2024,21 May 2026,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-540-942129 , info@alyadi.com ,True
